obs,conductivity_millisiemens,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,density,density_qc_executed,density_qc_results,deployment,dpc_ctd_seawater_conductivity,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,practical_salinity,practical_salinity_qc_executed,practical_salinity_qc_results,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,raw_time_microseconds,raw_time_seconds,temp,temp_qc_executed,temp_qc_results,time
"('747',)",32.0101013184,1,0,1032.51169059,29,29,2,3.20101013184,29,13,3746541028.62,3746541028.74,3660128281.85,44.52757,-125.38075,0.0,34.4131685008,29,29,internal_timestamp,1106.7800293,29,29,849611,1451139481,3.38809990883,29,29,3660128281.85
"('748',)",32.009601593,1,0,1032.50656214,29,29,2,3.2009601593,29,13,3746541028.62,3746541028.74,3660128292.88,44.52757,-125.38075,0.0,34.4137200221,29,29,internal_timestamp,1105.55004883,29,29,879144,1451139492,3.38759994507,29,29,3660128292.88
"('749',)",32.0091018677,1,0,1032.50007892,29,29,2,3.20091018677,29,13,3746541028.62,3746541028.74,3660128303.85,44.52757,-125.38075,0.0,34.4125734637,29,29,internal_timestamp,1104.35998535,29,29,850589,1451139503,3.38870000839,29,29,3660128303.85
"('750',)",32.0119018555,1,0,1032.4915398,29,29,2,3.20119018555,29,13,3746541028.62,3746541028.74,3660128314.85,44.52757,-125.38075,0.0,34.4106420757,29,29,internal_timestamp,1102.97998047,29,29,852238,1451139514,3.39439988136,29,29,3660128314.85
"('751',)",32.0125007629,1,0,1032.4846615,29,29,2,3.20125007629,29,13,3746541028.62,3746541028.74,3660128325.85,44.52757,-125.38075,0.0,34.4108654772,29,29,internal_timestamp,1101.4699707,29,29,853941,1451139525,3.39560008049,29,29,3660128325.85
"('752',)",32.0126991272,1,0,1032.47668531,29,29,2,3.20126991272,29,13,3746541028.62,3746541028.74,3660128336.86,44.52757,-125.38075,0.0,34.4105821012,29,29,internal_timestamp,1099.81005859,29,29,855093,1451139536,3.39689993858,29,29,3660128336.86
"('753',)",32.0126991272,1,0,1032.4731562,29,29,2,3.20126991272,29,13,3746541028.62,3746541028.74,3660128347.85,44.52757,-125.38075,0.0,34.4107785022,29,29,internal_timestamp,1099.01000977,29,29,854445,1451139547,3.39709997177,29,29,3660128347.85
"('754',)",32.0126991272,1,0,1032.46815018,29,29,2,3.20126991272,29,13,3746541028.62,3746541028.74,3660128358.85,44.52757,-125.38075,0.0,34.4105725558,29,29,internal_timestamp,1097.9699707,29,29,854250,1451139558,3.39779996872,29,29,3660128358.85
"('755',)",32.0191001892,1,0,1032.45983259,29,29,2,3.20191001892,29,13,3746541028.62,3746541028.74,3660128369.86,44.52757,-125.38075,0.0,34.4091374554,29,29,internal_timestamp,1096.65002441,29,29,855551,1451139569,3.40709996223,29,29,3660128369.86
"('756',)",32.0205001831,1,0,1032.45168727,29,29,2,3.20205001831,29,13,3746541028.62,3746541028.74,3660128380.86,44.52757,-125.38075,0.0,34.4087014603,29,29,internal_timestamp,1095.02001953,29,29,863768,1451139580,3.40989995003,29,29,3660128380.86
"('757',)",32.0199012756,1,0,1032.44445671,29,29,2,3.20199012756,29,13,3746541028.62,3746541028.74,3660128391.86,44.52757,-125.38075,0.0,34.4089133841,29,29,internal_timestamp,1093.40002441,29,29,862813,1451139591,3.40980005264,29,29,3660128391.86
"('758',)",32.0192985535,1,0,1032.43565747,29,29,2,3.20192985535,29,13,3746541028.62,3746541028.74,3660128402.87,44.52757,-125.38075,0.0,34.4082639507,29,29,internal_timestamp,1091.60998535,29,29,867543,1451139602,3.41059994698,29,29,3660128402.87
"('759',)",32.020198822,1,0,1032.43046796,29,29,2,3.2020198822,29,13,3746541028.62,3746541028.74,3660128413.86,44.52757,-125.38075,0.0,34.4072799695,29,29,internal_timestamp,1090.70996094,29,29,860333,1451139613,3.41300010681,29,29,3660128413.86
"('760',)",32.021900177,1,0,1032.42204806,29,29,2,3.2021900177,29,13,3746541028.62,3746541028.74,3660128424.86,44.52757,-125.38075,0.0,34.4066901462,29,29,internal_timestamp,1089.06005859,29,29,858506,1451139624,3.41630005836,29,29,3660128424.86
"('761',)",32.0209999084,1,0,1032.41292372,29,29,2,3.20209999084,29,13,3746541028.62,3746541028.74,3660128435.86,44.52757,-125.38075,0.0,34.4065058016,29,29,internal_timestamp,1087.09997559,29,29,856791,1451139635,3.41639995575,29,29,3660128435.86
"('762',)",32.0223007202,1,0,1032.40352752,29,29,2,3.20223007202,29,13,3746541028.62,3746541028.74,3660128446.87,44.52757,-125.38075,0.0,34.4062088636,29,29,internal_timestamp,1085.17004395,29,29,866339,1451139646,3.41910004616,29,29,3660128446.87
"('763',)",32.0285987854,1,0,1032.39136746,29,29,2,3.20285987854,29,13,3746541028.62,3746541028.74,3660128457.86,44.52757,-125.38075,0.0,34.4052229599,29,29,internal_timestamp,1082.93005371,29,29,864314,1451139657,3.42829990387,29,29,3660128457.86
"('764',)",32.0321006775,1,0,1032.38079137,29,29,2,3.20321006775,29,13,3746541028.62,3746541028.74,3660128468.86,44.52757,-125.38075,0.0,34.4050400085,29,29,internal_timestamp,1080.79003906,29,29,861458,1451139668,3.4335000515,29,29,3660128468.86
"('765',)",32.0387001038,1,0,1032.367736,29,29,2,3.20387001038,29,13,3746541028.62,3746541028.74,3660128479.87,44.52757,-125.38075,0.0,34.4036256903,29,29,internal_timestamp,1078.44995117,29,29,871093,1451139679,3.44350004196,29,29,3660128479.87
"('766',)",32.0432014465,1,0,1032.35686827,29,29,2,3.20432014465,29,13,3746541028.62,3746541028.74,3660128490.87,44.52757,-125.38075,0.0,34.4024585258,29,29,internal_timestamp,1076.4699707,29,29,869853,1451139690,3.45070004463,29,29,3660128490.87
"('767',)",32.0452003479,1,0,1032.34818887,29,29,2,3.20452003479,29,13,3746541028.62,3746541028.74,3660128501.87,44.52757,-125.38075,0.0,34.4027547542,29,29,internal_timestamp,1074.59997559,29,29,867708,1451139701,3.45359992981,29,29,3660128501.87
"('768',)",32.0480003357,1,0,1032.33702334,29,29,2,3.20480003357,29,13,3746541028.62,3746541028.74,3660128512.88,44.52757,-125.38075,0.0,34.4016091569,29,29,internal_timestamp,1072.5,29,29,876188,1451139712,3.45889997482,29,29,3660128512.88
"('769',)",32.0516014099,1,0,1032.32852032,29,29,2,3.20516014099,29,13,3746541028.62,3746541028.74,3660128523.87,44.52757,-125.38075,0.0,34.4010707731,29,29,internal_timestamp,1070.88000488,29,29,873779,1451139723,3.46429991722,29,29,3660128523.87
"('770',)",32.0531997681,1,0,1032.32112562,29,29,2,3.20531997681,29,13,3746541028.62,3746541028.74,3660128534.87,44.52757,-125.38075,0.0,34.4010355777,29,29,internal_timestamp,1069.33996582,29,29,872678,1451139734,3.46690011024,29,29,3660128534.87
"('771',)",32.0526008606,1,0,1032.31085001,29,29,2,3.20526008606,29,13,3746541028.62,3746541028.74,3660128545.87,44.52757,-125.38075,0.0,34.4008050366,29,29,internal_timestamp,1067.15002441,29,29,872169,1451139745,3.46749997139,29,29,3660128545.87
"('772',)",32.0517997742,1,0,1032.3015907,29,29,2,3.20517997742,29,13,3746541028.62,3746541028.74,3660128556.87,44.52757,-125.38075,0.0,34.4010004725,29,29,internal_timestamp,1065.08996582,29,29,871057,1451139756,3.46740007401,29,29,3660128556.87
"('773',)",32.051399231,1,0,1032.29445809,29,29,2,3.2051399231,29,13,3746541028.62,3746541028.74,3660128567.87,44.52757,-125.38075,0.0,34.4009958666,29,29,internal_timestamp,1063.54003906,29,29,869368,1451139767,3.46770000458,29,29,3660128567.87
"('774',)",32.0567016602,1,0,1032.28521876,29,29,2,3.20567016602,29,13,3746541028.62,3746541028.74,3660128578.88,44.52757,-125.38075,0.0,34.3993983788,29,29,internal_timestamp,1062.02001953,29,29,877649,1451139778,3.47600007057,29,29,3660128578.88
"('775',)",32.0583992004,1,0,1032.27788303,29,29,2,3.20583992004,29,13,3746541028.62,3746541028.75,3660128589.88,44.52757,-125.38075,0.0,34.3991373238,29,29,internal_timestamp,1060.54003906,29,29,875657,1451139789,3.47889995575,29,29,3660128589.88
"('776',)",32.0614013672,1,0,1032.27141228,29,29,2,3.20614013672,29,13,3746541028.62,3746541028.75,3660128600.87,44.52757,-125.38075,0.0,34.398499072,29,29,internal_timestamp,1059.35998535,29,29,874125,1451139800,3.48350000381,29,29,3660128600.87
"('777',)",32.0621986389,1,0,1032.26643752,29,29,2,3.20621986389,29,13,3746541028.62,3746541028.75,3660128611.88,44.52757,-125.38075,0.0,34.3984021483,29,29,internal_timestamp,1058.32995605,29,29,882570,1451139811,3.4849998951,29,29,3660128611.88
"('778',)",32.0621986389,1,0,1032.26230766,29,29,2,3.20621986389,29,13,3746541028.62,3746541028.75,3660128622.88,44.52757,-125.38075,0.0,34.3980907268,29,29,internal_timestamp,1057.5,29,29,881360,1451139822,3.48569989204,29,29,3660128622.88
"('779',)",32.0643997192,1,0,1032.25664782,29,29,2,3.20643997192,29,13,3746541028.62,3746541028.75,3660128633.88,44.52757,-125.38075,0.0,34.3973535254,29,29,internal_timestamp,1056.48999023,29,29,880855,1451139833,3.48939990997,29,29,3660128633.88
"('780',)",32.0666007996,1,0,1032.24972367,29,29,2,3.20666007996,29,13,3746541028.62,3746541028.75,3660128644.88,44.52757,-125.38075,0.0,34.3966537218,29,29,internal_timestamp,1055.19995117,29,29,878175,1451139844,3.49320006371,29,29,3660128644.88
"('781',)",32.0702018738,1,0,1032.24259398,29,29,2,3.20702018738,29,13,3746541028.62,3746541028.75,3660128655.88,44.52757,-125.38075,0.0,34.396761698,29,29,internal_timestamp,1053.75,29,29,876341,1451139855,3.49790000916,29,29,3660128655.88
"('782',)",32.0708007812,1,0,1032.23721204,29,29,2,3.20708007813,29,13,3746541028.62,3746541028.75,3660128666.88,44.52757,-125.38075,0.0,34.3963388404,29,29,internal_timestamp,1052.68994141,29,29,875916,1451139866,3.49950003624,29,29,3660128666.88
"('783',)",32.0707015991,1,0,1032.23061273,29,29,2,3.20707015991,29,13,3746541028.62,3746541028.75,3660128677.88,44.52757,-125.38075,0.0,34.3966634209,29,29,internal_timestamp,1051.19995117,29,29,876207,1451139877,3.49979996681,29,29,3660128677.88
"('784',)",32.0740013123,1,0,1032.22285353,29,29,2,3.20740013123,29,13,3746541028.62,3746541028.75,3660128688.88,44.52757,-125.38075,0.0,34.3963378142,29,29,internal_timestamp,1049.68994141,29,29,875838,1451139888,3.50460004807,29,29,3660128688.88
"('785',)",32.0817985535,1,0,1032.21379778,29,29,2,3.20817985535,29,13,3746541028.62,3746541028.75,3660128699.89,44.52757,-125.38075,0.0,34.395534605,29,29,internal_timestamp,1048.13000488,29,29,887557,1451139899,3.5150001049,29,29,3660128699.89
"('786',)",32.0867004395,1,0,1032.20634431,29,29,2,3.20867004395,29,13,3746541028.62,3746541028.75,3660128710.89,44.52757,-125.38075,0.0,34.3948231431,29,29,internal_timestamp,1046.81005859,29,29,887484,1451139910,3.52189993858,29,29,3660128710.89
"('787',)",32.0887985229,1,0,1032.20030555,29,29,2,3.20887985229,29,13,3746541028.62,3746541028.75,3660128721.89,44.52757,-125.38075,0.0,34.3941133785,29,29,internal_timestamp,1045.70996094,29,29,886241,1451139921,3.52550005913,29,29,3660128721.89
"('788',)",32.0892982483,1,0,1032.19458803,29,29,2,3.20892982483,29,13,3746541028.62,3746541028.75,3660128732.89,44.52757,-125.38075,0.0,34.3945315944,29,29,internal_timestamp,1044.41003418,29,29,886598,1451139932,3.52629995346,29,29,3660128732.89
"('789',)",32.0905990601,1,0,1032.18643028,29,29,2,3.20905990601,29,13,3746541028.62,3746541028.75,3660128743.88,44.52757,-125.38075,0.0,34.3939684941,29,29,internal_timestamp,1042.80004883,29,29,884150,1451139943,3.52909994125,29,29,3660128743.88
"('790',)",32.0918006897,1,0,1032.17888485,29,29,2,3.20918006897,29,13,3746541028.62,3746541028.75,3660128754.88,44.52757,-125.38075,0.0,34.3940147483,29,29,internal_timestamp,1041.19995117,29,29,883816,1451139954,3.5311999321,29,29,3660128754.88
"('791',)",32.0904006958,1,0,1032.17334437,29,29,2,3.20904006958,29,13,3746541028.62,3746541028.75,3660128765.88,44.52757,-125.38075,0.0,34.3932098282,29,29,internal_timestamp,1040.11999512,29,29,883608,1451139965,3.53090000153,29,29,3660128765.88
"('792',)",32.0912017822,1,0,1032.16624674,29,29,2,3.20912017822,29,13,3746541028.62,3746541028.75,3660128776.89,44.52757,-125.38075,0.0,34.3925629278,29,29,internal_timestamp,1038.73999023,29,29,893102,1451139976,3.53309988976,29,29,3660128776.89
"('793',)",32.0923995972,1,0,1032.15973058,29,29,2,3.20923995972,29,13,3746541028.62,3746541028.75,3660128787.91,44.52757,-125.38075,0.0,34.3923628388,29,29,internal_timestamp,1037.41003418,29,29,908938,1451139987,3.5353000164,29,29,3660128787.91
"('794',)",32.0950012207,1,0,1032.15523586,29,29,2,3.20950012207,29,13,3746541028.62,3746541028.75,3660128798.89,44.52757,-125.38075,0.0,34.3915417975,29,29,internal_timestamp,1036.68005371,29,29,891887,1451139998,3.53940010071,29,29,3660128798.89
"('795',)",32.0989990234,1,0,1032.15313804,29,29,2,3.20989990234,29,13,3746541028.62,3746541028.75,3660128809.89,44.52757,-125.38075,0.0,34.3922512168,29,29,internal_timestamp,1036.20996094,29,29,891580,1451140009,3.54349994659,29,29,3660128809.89
"('796',)",32.1040000916,1,0,1032.14782242,29,29,2,3.21040000916,29,13,3746541028.62,3746541028.75,3660128820.89,44.52757,-125.38075,0.0,34.3914081632,29,29,internal_timestamp,1035.38000488,29,29,892381,1451140020,3.55040001869,29,29,3660128820.89
"('797',)",32.1062011719,1,0,1032.13970125,29,29,2,3.21062011719,29,13,3746541028.62,3746541028.75,3660128831.89,44.52757,-125.38075,0.0,34.3901570374,29,29,internal_timestamp,1033.93994141,29,29,892733,1451140031,3.55480003357,29,29,3660128831.89
"('798',)",32.1118011475,1,0,1032.13220027,29,29,2,3.21118011475,29,13,3746541028.62,3746541028.75,3660128842.89,44.52757,-125.38075,0.0,34.3874580762,29,29,internal_timestamp,1033.02001953,29,29,893723,1451140042,3.56419992447,29,29,3660128842.89
"('799',)",32.1128997803,1,0,1032.12984933,29,29,2,3.21128997803,29,13,3746541028.62,3746541028.75,3660128853.89,44.52757,-125.38075,0.0,34.3878993164,29,29,internal_timestamp,1032.45996094,29,29,893667,1451140053,3.56529998779,29,29,3660128853.89
"('800',)",32.1133003235,1,0,1032.12722304,29,29,2,3.21133003235,29,13,3746541028.63,3746541028.71,3660128864.89,44.52757,-125.38075,0.0,34.387928187,29,29,internal_timestamp,1031.90002441,29,29,894025,1451140064,3.56599998474,29,29,3660128864.89
"('801',)",32.1141014099,1,0,1032.12333642,29,29,2,3.21141014099,29,13,3746541028.63,3746541028.71,3660128875.9,44.52757,-125.38075,0.0,34.3877036337,29,29,internal_timestamp,1031.13000488,29,29,895500,1451140075,3.56750011444,29,29,3660128875.9
"('802',)",32.1142997742,1,0,1032.11945702,29,29,2,3.21142997742,29,13,3746541028.63,3746541028.71,3660128886.9,44.52757,-125.38075,0.0,34.3878534443,29,29,internal_timestamp,1030.27001953,29,29,896579,1451140086,3.5680000782,29,29,3660128886.9
"('803',)",32.1142997742,1,0,1032.11568347,29,29,2,3.21142997742,29,13,3746541028.63,3746541028.71,3660128897.9,44.52757,-125.38075,0.0,34.3877317514,29,29,internal_timestamp,1029.47998047,29,29,899784,1451140097,3.56850004196,29,29,3660128897.9
"('804',)",32.1150016785,1,0,1032.11207202,29,29,2,3.21150016785,29,13,3746541028.63,3746541028.71,3660128908.9,44.52757,-125.38075,0.0,34.3876929283,29,29,internal_timestamp,1028.72998047,29,29,904933,1451140108,3.56970000267,29,29,3660128908.9
"('805',)",32.1172981262,1,0,1032.10586241,29,29,2,3.21172981262,29,13,3746541028.63,3746541028.71,3660128919.9,44.52757,-125.38075,0.0,34.3870306982,29,29,internal_timestamp,1027.58996582,29,29,900861,1451140119,3.57349991798,29,29,3660128919.9
"('806',)",32.1175994873,1,0,1032.09958945,29,29,2,3.21175994873,29,13,3746541028.63,3746541028.71,3660128930.9,44.52757,-125.38075,0.0,34.3869091908,29,29,internal_timestamp,1026.27001953,29,29,902698,1451140130,3.57459998131,29,29,3660128930.9
"('807',)",32.1175994873,1,0,1032.09371626,29,29,2,3.21175994873,29,13,3746541028.63,3746541028.71,3660128941.9,44.52757,-125.38075,0.0,34.3869266055,29,29,internal_timestamp,1025.0,29,29,904186,1451140141,3.57520008087,29,29,3660128941.9
"('808',)",32.117401123,1,0,1032.08707994,29,29,2,3.2117401123,29,13,3746541028.63,3746541028.71,3660128952.91,44.52757,-125.38075,0.0,34.3864300523,29,29,internal_timestamp,1023.65997314,29,29,906439,1451140152,3.57610011101,29,29,3660128952.91
"('809',)",32.117401123,1,0,1032.08112714,29,29,2,3.2117401123,29,13,3746541028.63,3746541028.71,3660128963.91,44.52757,-125.38075,0.0,34.3869219355,29,29,internal_timestamp,1022.2800293,29,29,907423,1451140163,3.57629990578,29,29,3660128963.91
"('810',)",32.1170005798,1,0,1032.07401192,29,29,2,3.21170005798,29,13,3746541028.63,3746541028.71,3660128974.91,44.52757,-125.38075,0.0,34.386684271,29,29,internal_timestamp,1020.7800293,29,29,907649,1451140174,3.57680010796,29,29,3660128974.91
"('811',)",32.1175994873,1,0,1032.06736847,29,29,2,3.21175994873,29,13,3746541028.63,3746541028.71,3660128985.91,44.52757,-125.38075,0.0,34.3867640379,29,29,internal_timestamp,1019.34997559,29,29,908636,1451140185,3.57809996605,29,29,3660128985.91
"('812',)",32.1176986694,1,0,1032.0607078,29,29,2,3.21176986694,29,13,3746541028.63,3746541028.71,3660128996.91,44.52757,-125.38075,0.0,34.3865426034,29,29,internal_timestamp,1017.96002197,29,29,910900,1451140196,3.57909989357,29,29,3660128996.91
"('813',)",32.1175003052,1,0,1032.05490645,29,29,2,3.21175003052,29,13,3746541028.63,3746541028.71,3660129007.91,44.52757,-125.38075,0.0,34.3859447443,29,29,internal_timestamp,1016.82000732,29,29,910191,1451140207,3.57999992371,29,29,3660129007.91
"('814',)",32.1180992126,1,0,1032.04858564,29,29,2,3.21180992126,29,13,3746541028.63,3746541028.71,3660129018.91,44.52757,-125.38075,0.0,34.3858691502,29,29,internal_timestamp,1015.48999023,29,29,910279,1451140218,3.5813999176,29,29,3660129018.91
"('815',)",32.1202011108,1,0,1032.04105067,29,29,2,3.21202011108,29,13,3746541028.63,3746541028.71,3660129029.91,44.52757,-125.38075,0.0,34.3845341401,29,29,internal_timestamp,1014.19000244,29,29,911834,1451140229,3.5857000351,29,29,3660129029.91
"('816',)",32.1237983704,1,0,1032.03433554,29,29,2,3.21237983704,29,13,3746541028.63,3746541028.71,3660129040.91,44.52757,-125.38075,0.0,34.3837721378,29,29,internal_timestamp,1013.0,29,29,914026,1451140240,3.59109997749,29,29,3660129040.91
"('817',)",32.1304016113,1,0,1032.02548159,29,29,2,3.21304016113,29,13,3746541028.63,3746541028.71,3660129051.92,44.52757,-125.38075,0.0,34.3830094953,29,29,internal_timestamp,1011.44000244,29,29,917087,1451140251,3.60010004044,29,29,3660129051.92
"('818',)",32.1315994263,1,0,1032.01665142,29,29,2,3.21315994263,29,13,3746541028.63,3746541028.71,3660129062.93,44.52757,-125.38075,0.0,34.3825109761,29,29,internal_timestamp,1009.66998291,29,29,926206,1451140262,3.60279989243,29,29,3660129062.93
"('819',)",32.1324005127,1,0,1032.00647306,29,29,2,3.21324005127,29,13,3746541028.63,3746541028.71,3660129073.91,44.52757,-125.38075,0.0,34.3815426302,29,29,internal_timestamp,1007.69000244,29,29,909977,1451140273,3.60560011864,29,29,3660129073.91
"('820',)",32.1321983337,1,0,1031.99824959,29,29,2,3.21321983337,29,13,3746541028.63,3746541028.71,3660129084.91,44.52757,-125.38075,0.0,34.3808864279,29,29,internal_timestamp,1006.03997803,29,29,911675,1451140284,3.60680007935,29,29,3660129084.91
"('821',)",32.1333999634,1,0,1031.98955627,29,29,2,3.21333999634,29,13,3746541028.63,3746541028.71,3660129095.91,44.52757,-125.38075,0.0,34.3804920189,29,29,internal_timestamp,1004.2800293,29,29,913959,1451140295,3.60940003395,29,29,3660129095.91
"('822',)",32.1338005066,1,0,1031.97881011,29,29,2,3.21338005066,29,13,3746541028.63,3746541028.71,3660129106.92,44.52757,-125.38075,0.0,34.3801157187,29,29,internal_timestamp,1002.04998779,29,29,916645,1451140306,3.61129999161,29,29,3660129106.92
"('823',)",32.1347999573,1,0,1031.97264632,29,29,2,3.21347999573,29,13,3746541028.63,3746541028.71,3660129117.91,44.52757,-125.38075,0.0,34.3796144502,29,29,internal_timestamp,1000.84997559,29,29,910765,1451140317,3.61350011826,29,29,3660129117.91
"('824',)",32.1352005005,1,0,1031.96823717,29,29,2,3.21352005005,29,13,3746541028.63,3746541028.71,3660129128.91,44.52757,-125.38075,0.0,34.379164178,29,29,internal_timestamp,1000.0,29,29,912219,1451140328,3.61479997635,29,29,3660129128.91
"('825',)",32.1344985962,1,0,1031.9632622,29,29,2,3.21344985962,29,13,3746541028.63,3746541028.71,3660129139.91,44.52757,-125.38075,0.0,34.3787384249,29,29,internal_timestamp,998.989990234,29,29,914764,1451140339,3.61490011215,29,29,3660129139.91
"('826',)",32.1344985962,1,0,1031.95822422,29,29,2,3.21344985962,29,13,3746541028.63,3746541028.71,3660129150.92,44.52757,-125.38075,0.0,34.3791191137,29,29,internal_timestamp,997.83001709,29,29,916589,1451140350,3.61509990692,29,29,3660129150.92
"('827',)",32.1352996826,1,0,1031.9521891,29,29,2,3.21352996826,29,13,3746541028.63,3746541028.71,3660129161.92,44.52757,-125.38075,0.0,34.3785760023,29,29,internal_timestamp,996.659973145,29,29,918088,1451140361,3.61710000038,29,29,3660129161.92
"('828',)",32.1351013184,1,0,1031.94726857,29,29,2,3.21351013184,29,13,3746541028.63,3746541028.71,3660129172.94,44.52757,-125.38075,0.0,34.3787999596,29,29,internal_timestamp,995.549987793,29,29,936291,1451140372,3.61719989777,29,29,3660129172.94
"('829',)",32.1347999573,1,0,1031.94213111,29,29,2,3.21347999573,29,13,3746541028.63,3746541028.72,3660129183.92,44.52757,-125.38075,0.0,34.37810377,29,29,internal_timestamp,994.570007324,29,29,920059,1451140383,3.61800003052,29,29,3660129183.92
"('830',)",32.1344985962,1,0,1031.93861026,29,29,2,3.21344985962,29,13,3746541028.63,3746541028.72,3660129194.92,44.52757,-125.38075,0.0,34.3783713795,29,29,internal_timestamp,993.75,29,29,922199,1451140394,3.61779999733,29,29,3660129194.92
"('831',)",32.1341018677,1,0,1031.93418345,29,29,2,3.21341018677,29,13,3746541028.63,3746541028.72,3660129205.92,44.52757,-125.38075,0.0,34.3783928731,29,29,internal_timestamp,992.780029297,29,29,924670,1451140405,3.61779999733,29,29,3660129205.92
"('832',)",32.1338996887,1,0,1031.9293535,29,29,2,3.21338996887,29,13,3746541028.63,3746541028.72,3660129216.95,44.52757,-125.38075,0.0,34.3787168692,29,29,internal_timestamp,991.66998291,29,29,954046,1451140416,3.61779999733,29,29,3660129216.95
"('833',)",32.1343002319,1,0,1031.92209556,29,29,2,3.21343002319,29,13,3746541028.63,3746541028.72,3660129227.93,44.52757,-125.38075,0.0,34.3776849631,29,29,internal_timestamp,990.320007324,29,29,927779,1451140427,3.61989998817,29,29,3660129227.93
"('834',)",32.1353988647,1,0,1031.91508261,29,29,2,3.21353988647,29,13,3746541028.63,3746541028.72,3660129238.93,44.52757,-125.38075,0.0,34.3771847628,29,29,internal_timestamp,988.940002441,29,29,928514,1451140438,3.62229990959,29,29,3660129238.93
"('835',)",32.1399993896,1,0,1031.90868632,29,29,2,3.21399993896,29,13,3746541028.63,3746541028.72,3660129249.93,44.52757,-125.38075,0.0,34.3756025869,29,29,internal_timestamp,988.010009766,29,29,930475,1451140449,3.62949991226,29,29,3660129249.93
"('836',)",32.1422996521,1,0,1031.90103837,29,29,2,3.21422996521,29,13,3746541028.63,3746541028.72,3660129260.93,44.52757,-125.38075,0.0,34.3740765485,29,29,internal_timestamp,986.729980469,29,29,930396,1451140460,3.63420009613,29,29,3660129260.93
"('837',)",32.143699646,1,0,1031.8937089,29,29,2,3.2143699646,29,13,3746541028.63,3746541028.72,3660129271.93,44.52757,-125.38075,0.0,34.3734275478,29,29,internal_timestamp,985.320007324,29,29,931358,1451140471,3.63709998131,29,29,3660129271.93
"('838',)",32.1497993469,1,0,1031.8863291,29,29,2,3.21497993469,29,13,3746541028.63,3746541028.72,3660129282.93,44.52757,-125.38075,0.0,34.3729890353,29,29,internal_timestamp,984.0,29,29,930881,1451140482,3.64510011673,29,29,3660129282.93
"('839',)",32.160900116,1,0,1031.87859489,29,29,2,3.2160900116,29,13,3746541028.63,3746541028.72,3660129293.93,44.52757,-125.38075,0.0,34.3731892435,29,29,internal_timestamp,982.630004883,29,29,930543,1451140493,3.65820002556,29,29,3660129293.93
"('840',)",32.1682014465,1,0,1031.8717122,29,29,2,3.21682014465,29,13,3746541028.63,3746541028.72,3660129304.93,44.52757,-125.38075,0.0,34.3725134806,29,29,internal_timestamp,981.5,29,29,930829,1451140504,3.66770005226,29,29,3660129304.93
"('841',)",32.1677017212,1,0,1031.86762085,29,29,2,3.21677017212,29,13,3746541028.63,3746541028.72,3660129315.93,44.52757,-125.38075,0.0,34.3729400399,29,29,internal_timestamp,980.520019531,29,29,929599,1451140515,3.6672000885,29,29,3660129315.93
"('842',)",32.1645011902,1,0,1031.86063077,29,29,2,3.21645011902,29,13,3746541028.63,3746541028.72,3660129326.93,44.52757,-125.38075,0.0,34.3715960974,29,29,internal_timestamp,979.179992676,29,29,929316,1451140526,3.66549992561,29,29,3660129326.93
"('843',)",32.1621017456,1,0,1031.85352141,29,29,2,3.21621017456,29,13,3746541028.63,3746541028.72,3660129337.93,44.52757,-125.38075,0.0,34.3709609394,29,29,internal_timestamp,977.700012207,29,29,932174,1451140537,3.66409993172,29,29,3660129337.93
"('844',)",32.1654014587,1,0,1031.84666457,29,29,2,3.21654014587,29,13,3746541028.63,3746541028.72,3660129348.93,44.52757,-125.38075,0.0,34.3708713954,29,29,internal_timestamp,976.340026855,29,29,934170,1451140548,3.6686000824,29,29,3660129348.93
"('845',)",32.168598175,1,0,1031.84023829,29,29,2,3.2168598175,29,13,3746541028.63,3746541028.72,3660129359.94,44.52757,-125.38075,0.0,34.3695524687,29,29,internal_timestamp,975.309997559,29,29,936755,1451140559,3.6740000248,29,29,3660129359.94
"('846',)",32.1698989868,1,0,1031.8328486,29,29,2,3.21698989868,29,13,3746541028.63,3746541028.72,3660129370.94,44.52757,-125.38075,0.0,34.3691294865,29,29,internal_timestamp,973.840026855,29,29,944420,1451140570,3.6765999794,29,29,3660129370.94
"('847',)",32.1651000977,1,0,1031.82364379,29,29,2,3.21651000977,29,13,3746541028.63,3746541028.72,3660129381.93,44.52757,-125.38075,0.0,34.3667868604,29,29,internal_timestamp,972.16998291,29,29,930715,1451140581,3.67420005798,29,29,3660129381.93
"('848',)",32.1762008667,1,0,1031.81361142,29,29,2,3.21762008667,29,13,3746541028.63,3746541028.72,3660129392.93,44.52757,-125.38075,0.0,34.3659897998,29,29,internal_timestamp,970.5,29,29,933351,1451140592,3.68840003014,29,29,3660129392.93
"('849',)",32.1837005615,1,0,1031.80474662,29,29,2,3.21837005615,29,13,3746541028.63,3746541028.72,3660129403.93,44.52757,-125.38075,0.0,34.3672023647,29,29,internal_timestamp,968.58001709,29,29,933914,1451140603,3.69670009613,29,29,3660129403.93
