obs,conductivity_millisiemens,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,density,density_qc_executed,density_qc_results,deployment,dpc_ctd_seawater_conductivity,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,practical_salinity,practical_salinity_qc_executed,practical_salinity_qc_results,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,raw_time_microseconds,raw_time_seconds,temp,temp_qc_executed,temp_qc_results,time
"('0',)",31.4818992615,1,0,1041.12050374,29,29,2,3.14818992615,29,13,3746541028.61,3746541028.69,3660120065.23,44.52757,-125.38075,0.0,34.6446250655,29,29,internal_timestamp,2928.7199707,29,29,226557,1451131265,1.72850000858,29,29,3660120065.23
"('1',)",31.4720993042,1,0,1041.11279773,29,29,2,3.14720993042,29,13,3746541028.61,3746541028.69,3660120076.24,44.52757,-125.38075,0.0,34.6462701888,29,29,internal_timestamp,2926.29003906,29,29,239444,1451131276,1.71669995785,29,29,3660120076.24
"('2',)",31.470500946,1,0,1041.09955491,29,29,2,3.1470500946,29,13,3746541028.61,3746541028.69,3660120087.23,44.52757,-125.38075,0.0,34.6457495094,29,29,internal_timestamp,2923.38989258,29,29,229041,1451131287,1.71659994125,29,29,3660120087.23
"('3',)",31.4689998627,1,0,1041.08665896,29,29,2,3.14689998627,29,13,3746541028.61,3746541028.69,3660120098.23,44.52757,-125.38075,0.0,34.6456723732,29,29,internal_timestamp,2920.47998047,29,29,225590,1451131298,1.71619999409,29,29,3660120098.23
"('4',)",31.4673995972,1,0,1041.07321022,29,29,2,3.14673995972,29,13,3746541028.61,3746541028.69,3660120109.23,44.52757,-125.38075,0.0,34.6451728447,29,29,internal_timestamp,2917.5300293,29,29,232040,1451131309,1.71609997749,29,29,3660120109.23
"('5',)",31.4666996002,1,0,1041.06325357,29,29,2,3.14666996002,29,13,3746541028.61,3746541028.69,3660120120.23,44.52757,-125.38075,0.0,34.6453640609,29,29,internal_timestamp,2915.25,29,29,228884,1451131320,1.71609997749,29,29,3660120120.23
"('6',)",31.4664993286,1,0,1041.06302099,29,29,2,3.14664993286,29,13,3746541028.61,3746541028.69,3660120131.23,44.52757,-125.38075,0.0,34.6451226832,29,29,internal_timestamp,2915.23999023,29,29,226510,1451131331,1.71609997749,29,29,3660120131.23
"('7',)",31.4659004211,1,0,1041.05795217,29,29,2,3.14659004211,29,13,3746541028.61,3746541028.69,3660120142.23,44.52757,-125.38075,0.0,34.6453660647,29,29,internal_timestamp,2914.04003906,29,29,231760,1451131342,1.71570003033,29,29,3660120142.23
"('8',)",31.464799881,1,0,1041.04702607,29,29,2,3.1464799881,29,13,3746541028.61,3746541028.69,3660120153.23,44.52757,-125.38075,0.0,34.6456021888,29,29,internal_timestamp,2911.52001953,29,29,228312,1451131353,1.71529996395,29,29,3660120153.23
"('9',)",31.4631996155,1,0,1041.03425968,29,29,2,3.14631996155,29,13,3746541028.61,3746541028.69,3660120164.24,44.52757,-125.38075,0.0,34.6452610892,29,29,internal_timestamp,2908.68994141,29,29,237359,1451131364,1.71500003338,29,29,3660120164.24
"('10',)",31.4620990753,1,0,1041.02145018,29,29,2,3.14620990753,29,13,3746541028.61,3746541028.69,3660120175.27,44.52757,-125.38075,0.0,34.6453581046,29,29,internal_timestamp,2905.7800293,29,29,271362,1451131375,1.71490001678,29,29,3660120175.27
"('11',)",31.4606990814,1,0,1041.00850857,29,29,2,3.14606990814,29,13,3746541028.61,3746541028.69,3660120186.23,44.52757,-125.38075,0.0,34.6453051647,29,29,internal_timestamp,2902.86010742,29,29,231456,1451131386,1.714599967,29,29,3660120186.23
"('12',)",31.4598007202,1,0,1040.9996556,29,29,2,3.14598007202,29,13,3746541028.61,3746541028.69,3660120197.24,44.52757,-125.38075,0.0,34.6453421297,29,29,internal_timestamp,2900.85009766,29,29,237528,1451131397,1.71440005302,29,29,3660120197.24
"('13',)",31.4596996307,1,0,1040.99963254,29,29,2,3.14596996307,29,13,3746541028.61,3746541028.69,3660120208.23,44.52757,-125.38075,0.0,34.6454448032,29,29,internal_timestamp,2900.82006836,29,29,234977,1451131408,1.71420001984,29,29,3660120208.23
"('14',)",31.4589996338,1,0,1040.99329865,29,29,2,3.14589996338,29,13,3746541028.61,3746541028.69,3660120219.24,44.52757,-125.38075,0.0,34.6452265605,29,29,internal_timestamp,2899.42993164,29,29,241252,1451131419,1.71420001984,29,29,3660120219.24
"('15',)",31.4580001831,1,0,1040.982125,29,29,2,3.14580001831,29,13,3746541028.61,3746541028.69,3660120230.24,44.52757,-125.38075,0.0,34.6455093186,29,29,internal_timestamp,2896.85009766,29,29,242439,1451131430,1.71389997005,29,29,3660120230.24
"('16',)",31.4566993713,1,0,1040.96923464,29,29,2,3.14566993713,29,13,3746541028.61,3746541028.69,3660120241.23,44.52757,-125.38075,0.0,34.6455837569,29,29,internal_timestamp,2893.91992188,29,29,233006,1451131441,1.71360003948,29,29,3660120241.23
"('17',)",31.4550991058,1,0,1040.95587819,29,29,2,3.14550991058,29,13,3746541028.61,3746541028.69,3660120252.24,44.52757,-125.38075,0.0,34.645193323,29,29,internal_timestamp,2890.9699707,29,29,238426,1451131452,1.71340000629,29,29,3660120252.24
"('18',)",31.4538002014,1,0,1040.94315266,29,29,2,3.14538002014,29,13,3746541028.61,3746541028.69,3660120263.24,44.52757,-125.38075,0.0,34.6452522135,29,29,internal_timestamp,2888.08007812,29,29,244226,1451131463,1.71309995651,29,29,3660120263.24
"('19',)",31.452999115,1,0,1040.93510748,29,29,2,3.1452999115,29,13,3746541028.61,3746541028.69,3660120274.24,44.52757,-125.38075,0.0,34.645210814,29,29,internal_timestamp,2886.27001953,29,29,239748,1451131474,1.71300005913,29,29,3660120274.24
"('20',)",31.4531993866,1,0,1040.93507912,29,29,2,3.14531993866,29,13,3746541028.61,3746541028.7,3660120285.24,44.52757,-125.38075,0.0,34.6453643804,29,29,internal_timestamp,2886.23999023,29,29,244018,1451131485,1.71309995651,29,29,3660120285.24
"('21',)",31.4521999359,1,0,1040.92833607,29,29,2,3.14521999359,29,13,3746541028.61,3746541028.7,3660120296.24,44.52757,-125.38075,0.0,34.6453806241,29,29,internal_timestamp,2884.69995117,29,29,240700,1451131496,1.71259999275,29,29,3660120296.24
"('22',)",31.4512004852,1,0,1040.91682481,29,29,2,3.14512004852,29,13,3746541028.61,3746541028.7,3660120307.25,44.52757,-125.38075,0.0,34.6453498221,29,29,internal_timestamp,2882.11010742,29,29,245233,1451131507,1.71259999275,29,29,3660120307.25
"('23',)",31.4496002197,1,0,1040.90382394,29,29,2,3.14496002197,29,13,3746541028.61,3746541028.7,3660120318.24,44.52757,-125.38075,0.0,34.6451550704,29,29,internal_timestamp,2879.19995117,29,29,241909,1451131518,1.71220004559,29,29,3660120318.24
"('24',)",31.4479999542,1,0,1040.89081564,29,29,2,3.14479999542,29,13,3746541028.61,3746541028.7,3660120329.26,44.52757,-125.38075,0.0,34.6451968288,29,29,internal_timestamp,2876.23999023,29,29,255137,1451131529,1.71159994602,29,29,3660120329.26
"('25',)",31.4465007782,1,0,1040.87787057,29,29,2,3.14465007782,29,13,3746541028.61,3746541028.7,3660120340.24,44.52757,-125.38075,0.0,34.6451314039,29,29,internal_timestamp,2873.32006836,29,29,243714,1451131540,1.71119999886,29,29,3660120340.24
"('26',)",31.4449005127,1,0,1040.86460763,29,29,2,3.14449005127,29,13,3746541028.61,3746541028.7,3660120351.26,44.52757,-125.38075,0.0,34.6448495228,29,29,internal_timestamp,2870.37011719,29,29,257106,1451131551,1.71089994907,29,29,3660120351.26
"('27',)",31.4437007904,1,0,1040.85213494,29,29,2,3.14437007904,29,13,3746541028.61,3746541028.7,3660120362.25,44.52757,-125.38075,0.0,34.6450138481,29,29,internal_timestamp,2867.52001953,29,29,248641,1451131562,1.7106000185,29,29,3660120362.25
"('28',)",31.4421005249,1,0,1040.83829897,29,29,2,3.14421005249,29,13,3746541028.61,3746541028.7,3660120373.24,44.52757,-125.38075,0.0,34.6442090943,29,29,internal_timestamp,2864.55004883,29,29,243956,1451131573,1.71080005169,29,29,3660120373.24
"('29',)",31.4409008026,1,0,1040.82585099,29,29,2,3.14409008026,29,13,3746541028.61,3746541028.7,3660120384.26,44.52757,-125.38075,0.0,34.6448417932,29,29,internal_timestamp,2861.61010742,29,29,256135,1451131584,1.71010005474,29,29,3660120384.26
"('30',)",31.4395999908,1,0,1040.81254485,29,29,2,3.14395999908,29,13,3746541028.61,3746541028.7,3660120395.25,44.52757,-125.38075,0.0,34.644378079,29,29,internal_timestamp,2858.69995117,29,29,245920,1451131595,1.71029996872,29,29,3660120395.25
"('31',)",31.4384002686,1,0,1040.79984236,29,29,2,3.14384002686,29,13,3746541028.61,3746541028.7,3660120406.26,44.52757,-125.38075,0.0,34.6446871258,29,29,internal_timestamp,2855.77001953,29,29,259166,1451131606,1.70990002155,29,29,3660120406.26
"('32',)",31.4370002747,1,0,1040.78693091,29,29,2,3.14370002747,29,13,3746541028.61,3746541028.7,3660120417.25,44.52757,-125.38075,0.0,34.644634607,29,29,internal_timestamp,2852.86010742,29,29,250402,1451131617,1.70959997177,29,29,3660120417.25
"('33',)",31.4358997345,1,0,1040.7740274,29,29,2,3.14358997345,29,13,3746541028.61,3746541028.7,3660120428.26,44.52757,-125.38075,0.0,34.6447467592,29,29,internal_timestamp,2849.92993164,29,29,262586,1451131628,1.70949995518,29,29,3660120428.26
"('34',)",31.4344997406,1,0,1040.76089416,29,29,2,3.14344997406,29,13,3746541028.61,3746541028.7,3660120439.25,44.52757,-125.38075,0.0,34.6446020696,29,29,internal_timestamp,2846.98999023,29,29,253768,1451131639,1.7093000412,29,29,3660120439.25
"('35',)",31.4333000183,1,0,1040.74805857,29,29,2,3.14333000183,29,13,3746541028.61,3746541028.7,3660120450.25,44.52757,-125.38075,0.0,34.6445742164,29,29,internal_timestamp,2844.10009766,29,29,251332,1451131650,1.7092000246,29,29,3660120450.25
"('36',)",31.4323997498,1,0,1040.73471662,29,29,2,3.14323997498,29,13,3746541028.61,3746541028.7,3660120461.26,44.52757,-125.38075,0.0,34.6442988296,29,29,internal_timestamp,2841.15991211,29,29,262788,1451131661,1.70969998837,29,29,3660120461.26
"('37',)",31.4312992096,1,0,1040.72165657,29,29,2,3.14312992096,29,13,3746541028.61,3746541028.7,3660120472.25,44.52757,-125.38075,0.0,34.6441942808,29,29,internal_timestamp,2838.23999023,29,29,253611,1451131672,1.70980000496,29,29,3660120472.25
"('38',)",31.4300994873,1,0,1040.70851716,29,29,2,3.14300994873,29,13,3746541028.61,3746541028.7,3660120483.26,44.52757,-125.38075,0.0,34.6440839582,29,29,internal_timestamp,2835.30004883,29,29,264574,1451131683,1.70980000496,29,29,3660120483.26
"('39',)",31.4290008545,1,0,1040.69588963,29,29,2,3.14290008545,29,13,3746541028.61,3746541028.7,3660120494.25,44.52757,-125.38075,0.0,34.6444041239,29,29,internal_timestamp,2832.38989258,29,29,253530,1451131694,1.70949995518,29,29,3660120494.25
"('40',)",31.4279003143,1,0,1040.68248491,29,29,2,3.14279003143,29,13,3746541028.61,3746541028.7,3660120505.27,44.52757,-125.38075,0.0,34.6442217784,29,29,internal_timestamp,2829.40991211,29,29,265530,1451131705,1.70969998837,29,29,3660120505.27
"('41',)",31.4267997742,1,0,1040.66947973,29,29,2,3.14267997742,29,13,3746541028.61,3746541028.7,3660120516.26,44.52757,-125.38075,0.0,34.6442296535,29,29,internal_timestamp,2826.47998047,29,29,255950,1451131716,1.70969998837,29,29,3660120516.26
"('42',)",31.4255008698,1,0,1040.65614479,29,29,2,3.14255008698,29,13,3746541028.61,3746541028.7,3660120527.27,44.52757,-125.38075,0.0,34.6438919947,29,29,internal_timestamp,2823.54003906,29,29,268973,1451131727,1.70980000496,29,29,3660120527.27
"('43',)",31.424200058,1,0,1040.64311776,29,29,2,3.1424200058,29,13,3746541028.61,3746541028.7,3660120538.26,44.52757,-125.38075,0.0,34.6439879432,29,29,internal_timestamp,2820.58007812,29,29,258790,1451131738,1.70949995518,29,29,3660120538.26
"('44',)",31.4230003357,1,0,1040.62966348,29,29,2,3.14230003357,29,13,3746541028.61,3746541028.7,3660120549.27,44.52757,-125.38075,0.0,34.6434438509,29,29,internal_timestamp,2817.65991211,29,29,271655,1451131749,1.70990002155,29,29,3660120549.27
"('45',)",31.4218006134,1,0,1040.61663425,29,29,2,3.14218006134,29,13,3746541028.61,3746541028.7,3660120560.31,44.52757,-125.38075,0.0,34.6435581091,29,29,internal_timestamp,2814.69995117,29,29,307063,1451131760,1.70969998837,29,29,3660120560.31
"('46',)",31.4207000732,1,0,1040.6038221,29,29,2,3.14207000732,29,13,3746541028.61,3746541028.7,3660120571.31,44.52757,-125.38075,0.0,34.6437806783,29,29,internal_timestamp,2811.77001953,29,29,314512,1451131771,1.70949995518,29,29,3660120571.31
"('47',)",31.4193000793,1,0,1040.59088417,29,29,2,3.14193000793,29,13,3746541028.61,3746541028.7,3660120582.27,44.52757,-125.38075,0.0,34.6436166736,29,29,internal_timestamp,2808.87988281,29,29,272994,1451131782,1.7093000412,29,29,3660120582.27
"('48',)",31.4181995392,1,0,1040.57807084,29,29,2,3.14181995392,29,13,3746541028.61,3746541028.7,3660120593.27,44.52757,-125.38075,0.0,34.6438398586,29,29,internal_timestamp,2805.94995117,29,29,270317,1451131793,1.70910000801,29,29,3660120593.27
"('49',)",31.4169006348,1,0,1040.5650665,29,29,2,3.14169006348,29,13,3746541028.61,3746541028.7,3660120604.26,44.52757,-125.38075,0.0,34.6438194092,29,29,internal_timestamp,2803.02001953,29,29,262584,1451131804,1.70889997482,29,29,3660120604.26
"('50',)",31.4157009125,1,0,1040.55180569,29,29,2,3.14157009125,29,13,3746541028.61,3746541028.7,3660120615.28,44.52757,-125.38075,0.0,34.6434901246,29,29,internal_timestamp,2800.10009766,29,29,276417,1451131815,1.70910000801,29,29,3660120615.28
"('51',)",31.4144992828,1,0,1040.53860687,29,29,2,3.14144992828,29,13,3746541028.61,3746541028.7,3660120626.27,44.52757,-125.38075,0.0,34.6430336309,29,29,internal_timestamp,2797.2199707,29,29,274391,1451131826,1.70940005779,29,29,3660120626.27
"('52',)",31.4136009216,1,0,1040.52578937,29,29,2,3.14136009216,29,13,3746541028.61,3746541028.7,3660120637.27,44.52757,-125.38075,0.0,34.6432934453,29,29,internal_timestamp,2794.29003906,29,29,273515,1451131837,1.70940005779,29,29,3660120637.27
"('53',)",31.412399292,1,0,1040.51222294,29,29,2,3.1412399292,29,13,3746541028.61,3746541028.7,3660120648.27,44.52757,-125.38075,0.0,34.6428795006,29,29,internal_timestamp,2791.32006836,29,29,265763,1451131848,1.70969998837,29,29,3660120648.27
"('54',)",31.4111003876,1,0,1040.49951009,29,29,2,3.14111003876,29,13,3746541028.61,3746541028.7,3660120659.28,44.52757,-125.38075,0.0,34.6431803811,29,29,internal_timestamp,2788.38989258,29,29,280549,1451131859,1.7092000246,29,29,3660120659.28
"('55',)",31.4106006622,1,0,1040.48652667,29,29,2,3.14106006622,29,13,3746541028.61,3746541028.7,3660120670.28,44.52757,-125.38075,0.0,34.6429346081,29,29,internal_timestamp,2785.54003906,29,29,277436,1451131870,1.71010005474,29,29,3660120670.28
"('56',)",31.4092006683,1,0,1040.47373026,29,29,2,3.14092006683,29,13,3746541028.61,3746541028.7,3660120681.27,44.52757,-125.38075,0.0,34.6428752924,29,29,internal_timestamp,2782.65991211,29,29,274179,1451131881,1.70980000496,29,29,3660120681.27
"('57',)",31.408000946,1,0,1040.46044894,29,29,2,3.1408000946,29,13,3746541028.61,3746541028.7,3660120692.28,44.52757,-125.38075,0.0,34.6426686499,29,29,internal_timestamp,2779.70996094,29,29,281860,1451131892,1.70990002155,29,29,3660120692.28
"('58',)",31.4067993164,1,0,1040.44749991,29,29,2,3.14067993164,29,13,3746541028.61,3746541028.7,3660120703.28,44.52757,-125.38075,0.0,34.6427751878,29,29,internal_timestamp,2776.77001953,29,29,278130,1451131903,1.70969998837,29,29,3660120703.28
"('59',)",31.4058990479,1,0,1040.43443159,29,29,2,3.14058990479,29,13,3746541028.61,3746541028.7,3660120714.28,44.52757,-125.38075,0.0,34.642710217,29,29,internal_timestamp,2773.85009766,29,29,275623,1451131914,1.71000003815,29,29,3660120714.28
"('60',)",31.4048995972,1,0,1040.42120947,29,29,2,3.14048995972,29,13,3746541028.61,3746541028.7,3660120725.28,44.52757,-125.38075,0.0,34.6424124642,29,29,internal_timestamp,2770.93994141,29,29,283669,1451131925,1.71039998531,29,29,3660120725.28
"('61',)",31.4043006897,1,0,1040.40816826,29,29,2,3.14043006897,29,13,3746541028.61,3746541028.7,3660120736.28,44.52757,-125.38075,0.0,34.6426308477,29,29,internal_timestamp,2767.97998047,29,29,282088,1451131936,1.71080005169,29,29,3660120736.28
"('62',)",31.4029998779,1,0,1040.39561967,29,29,2,3.14029998779,29,13,3746541028.61,3746541028.71,3660120747.28,44.52757,-125.38075,0.0,34.6429131606,29,29,internal_timestamp,2765.09008789,29,29,275778,1451131947,1.71029996872,29,29,3660120747.28
"('63',)",31.4020996094,1,0,1040.38196061,29,29,2,3.14020996094,29,13,3746541028.61,3746541028.71,3660120758.29,44.52757,-125.38075,0.0,34.642209736,29,29,internal_timestamp,2762.16992188,29,29,288260,1451131958,1.71119999886,29,29,3660120758.29
"('64',)",31.4013004303,1,0,1040.36926425,29,29,2,3.14013004303,29,13,3746541028.61,3746541028.71,3660120769.29,44.52757,-125.38075,0.0,34.6424745435,29,29,internal_timestamp,2759.27001953,29,29,287837,1451131969,1.71130001545,29,29,3660120769.29
"('65',)",31.4002990723,1,0,1040.35601401,29,29,2,3.14002990723,29,13,3746541028.61,3746541028.71,3660120780.28,44.52757,-125.38075,0.0,34.6422964586,29,29,internal_timestamp,2756.33007812,29,29,280070,1451131980,1.71159994602,29,29,3660120780.28
"('66',)",31.3994998932,1,0,1040.34284215,29,29,2,3.13994998932,29,13,3746541028.61,3746541028.71,3660120791.28,44.52757,-125.38075,0.0,34.6421447272,29,29,internal_timestamp,2753.40991211,29,29,276431,1451131991,1.71210002899,29,29,3660120791.28
"('67',)",31.3985004425,1,0,1040.32971516,29,29,2,3.13985004425,29,13,3746541028.61,3746541028.71,3660120802.29,44.52757,-125.38075,0.0,34.6419555377,29,29,internal_timestamp,2750.5,29,29,289612,1451132002,1.71239995956,29,29,3660120802.29
"('68',)",31.3973999023,1,0,1040.31639246,29,29,2,3.13973999023,29,13,3746541028.61,3746541028.71,3660120813.28,44.52757,-125.38075,0.0,34.6415354802,29,29,internal_timestamp,2747.59008789,29,29,282375,1451132013,1.71280002594,29,29,3660120813.28
"('69',)",31.3962001801,1,0,1040.30382953,29,29,2,3.13962001801,29,13,3746541028.61,3746541028.71,3660120824.28,44.52757,-125.38075,0.0,34.64207431,29,29,internal_timestamp,2744.64990234,29,29,281745,1451132024,1.71220004559,29,29,3660120824.28
"('70',)",31.3952007294,1,0,1040.29052125,29,29,2,3.13952007294,29,13,3746541028.61,3746541028.71,3660120835.28,44.52757,-125.38075,0.0,34.6417887002,29,29,internal_timestamp,2741.7199707,29,29,281824,1451132035,1.71259999275,29,29,3660120835.28
"('71',)",31.3939990997,1,0,1040.27807013,29,29,2,3.13939990997,29,13,3746541028.61,3746541028.71,3660120846.28,44.52757,-125.38075,0.0,34.6419591126,29,29,internal_timestamp,2738.87988281,29,29,281162,1451132046,1.71229994297,29,29,3660120846.28
"('72',)",31.3925991058,1,0,1040.26514272,29,29,2,3.13925991058,29,13,3746541028.61,3746541028.71,3660120857.29,44.52757,-125.38075,0.0,34.6419182951,29,29,internal_timestamp,2735.9699707,29,29,289733,1451132057,1.7120000124,29,29,3660120857.29
"('73',)",31.391500473,1,0,1040.25182679,29,29,2,3.1391500473,29,13,3746541028.61,3746541028.71,3660120868.29,44.52757,-125.38075,0.0,34.6418548361,29,29,internal_timestamp,2732.98999023,29,29,286192,1451132068,1.71210002899,29,29,3660120868.29
"('74',)",31.3903007507,1,0,1040.23875616,29,29,2,3.13903007507,29,13,3746541028.61,3746541028.71,3660120879.3,44.52757,-125.38075,0.0,34.6417458418,29,29,internal_timestamp,2730.07006836,29,29,297847,1451132079,1.71210002899,29,29,3660120879.3
"('75',)",31.3896999359,1,0,1040.2256314,29,29,2,3.13896999359,29,13,3746541028.61,3746541028.71,3660120890.29,44.52757,-125.38075,0.0,34.6417389877,29,29,internal_timestamp,2727.13989258,29,29,285687,1451132090,1.71270000935,29,29,3660120890.29
"('76',)",31.3889007568,1,0,1040.21379398,29,29,2,3.13889007568,29,13,3746541028.61,3746541028.71,3660120900.29,44.52757,-125.38075,0.0,34.6416722377,29,29,internal_timestamp,2724.5,29,29,289484,1451132100,1.71300005913,29,29,3660120900.29
"('77',)",31.3878993988,1,0,1040.19937779,29,29,2,3.13878993988,29,13,3746541028.61,3746541028.71,3660120912.29,44.52757,-125.38075,0.0,34.6415128361,29,29,internal_timestamp,2721.30004883,29,29,288222,1451132112,1.71340000629,29,29,3660120912.29
"('78',)",31.3866996765,1,0,1040.18626405,29,29,2,3.13866996765,29,13,3746541028.61,3746541028.71,3660120923.3,44.52757,-125.38075,0.0,34.6414097158,29,29,internal_timestamp,2718.37011719,29,29,295032,1451132123,1.71340000629,29,29,3660120923.3
"('79',)",31.3854999542,1,0,1040.17324663,29,29,2,3.13854999542,29,13,3746541028.61,3746541028.71,3660120934.29,44.52757,-125.38075,0.0,34.6414136968,29,29,internal_timestamp,2715.43994141,29,29,291991,1451132134,1.7132999897,29,29,3660120934.29
"('80',)",31.3843002319,1,0,1040.16011554,29,29,2,3.13843002319,29,13,3746541028.61,3746541028.71,3660120945.29,44.52757,-125.38075,0.0,34.6411950908,29,29,internal_timestamp,2712.5300293,29,29,288750,1451132145,1.71340000629,29,29,3660120945.29
"('81',)",31.3833999634,1,0,1040.14701809,29,29,2,3.13833999634,29,13,3746541028.61,3746541028.71,3660120956.3,44.52757,-125.38075,0.0,34.6410207794,29,29,internal_timestamp,2709.62988281,29,29,295645,1451132156,1.71379995346,29,29,3660120956.3
"('82',)",31.3826007843,1,0,1040.13365037,29,29,2,3.13826007843,29,13,3746541028.61,3746541028.71,3660120967.29,44.52757,-125.38075,0.0,34.6410131988,29,29,internal_timestamp,2706.63989258,29,29,293189,1451132167,1.71420001984,29,29,3660120967.29
"('83',)",31.3815994263,1,0,1040.12043092,29,29,2,3.13815994263,29,13,3746541028.61,3746541028.71,3660120978.3,44.52757,-125.38075,0.0,34.6408357339,29,29,internal_timestamp,2703.70996094,29,29,300194,1451132178,1.71449995041,29,29,3660120978.3
"('84',)",31.3808002472,1,0,1040.10715243,29,29,2,3.13808002472,29,13,3746541028.61,3746541028.71,3660120989.3,44.52757,-125.38075,0.0,34.6405824723,29,29,internal_timestamp,2700.79003906,29,29,296346,1451132189,1.71510004997,29,29,3660120989.3
"('85',)",31.3798007965,1,0,1040.09456942,29,29,2,3.13798007965,29,13,3746541028.61,3746541028.71,3660121000.29,44.52757,-125.38075,0.0,34.6408065409,29,29,internal_timestamp,2697.91992188,29,29,293796,1451132200,1.71500003338,29,29,3660121000.29
"('86',)",31.3787994385,1,0,1040.08150311,29,29,2,3.13787994385,29,13,3746541028.61,3746541028.71,3660121011.3,44.52757,-125.38075,0.0,34.6408479439,29,29,internal_timestamp,2694.97998047,29,29,299823,1451132211,1.71510004997,29,29,3660121011.3
"('87',)",31.3775997162,1,0,1040.06827032,29,29,2,3.13775997162,29,13,3746541028.61,3746541028.71,3660121022.3,44.52757,-125.38075,0.0,34.640524801,29,29,internal_timestamp,2692.07006836,29,29,296391,1451132222,1.71529996395,29,29,3660121022.3
"('88',)",31.376499176,1,0,1040.05522149,29,29,2,3.1376499176,29,13,3746541028.61,3746541028.71,3660121033.3,44.52757,-125.38075,0.0,34.6406675527,29,29,internal_timestamp,2689.11010742,29,29,304466,1451132233,1.71519994736,29,29,3660121033.3
"('89',)",31.3756999969,1,0,1040.04264923,29,29,2,3.13756999969,29,13,3746541028.61,3746541028.71,3660121044.3,44.52757,-125.38075,0.0,34.6410420474,29,29,internal_timestamp,2686.2199707,29,29,300183,1451132244,1.71519994736,29,29,3660121044.3
"('90',)",31.3743000031,1,0,1040.02900144,29,29,2,3.13743000031,29,13,3746541028.61,3746541028.71,3660121055.3,44.52757,-125.38075,0.0,34.6403805222,29,29,internal_timestamp,2683.2800293,29,29,298300,1451132255,1.71549999714,29,29,3660121055.3
"('91',)",31.3736991882,1,0,1040.01586923,29,29,2,3.13736991882,29,13,3746541028.61,3746541028.71,3660121066.31,44.52757,-125.38075,0.0,34.6403783162,29,29,internal_timestamp,2680.35009766,29,29,305042,1451132266,1.71609997749,29,29,3660121066.31
"('92',)",31.3724994659,1,0,1040.00306487,29,29,2,3.13724994659,29,13,3746541028.61,3746541028.71,3660121077.31,44.52757,-125.38075,0.0,34.640478795,29,29,internal_timestamp,2677.44995117,29,29,306355,1451132277,1.71589994431,29,29,3660121077.31
"('93',)",31.3712997437,1,0,1039.99004028,29,29,2,3.13712997437,29,13,3746541028.61,3746541028.71,3660121088.31,44.52757,-125.38075,0.0,34.6404867355,29,29,internal_timestamp,2674.52001953,29,29,306787,1451132288,1.71580004692,29,29,3660121088.31
"('94',)",31.3703994751,1,0,1039.97700983,29,29,2,3.13703994751,29,13,3746541028.61,3746541028.71,3660121099.3,44.52757,-125.38075,0.0,34.6405436978,29,29,internal_timestamp,2671.59008789,29,29,304388,1451132299,1.7159999609,29,29,3660121099.3
"('95',)",31.3698005676,1,0,1039.96354186,29,29,2,3.13698005676,29,13,3746541028.61,3746541028.71,3660121110.3,44.52757,-125.38075,0.0,34.6402296703,29,29,internal_timestamp,2668.64990234,29,29,303447,1451132310,1.71689999104,29,29,3660121110.3
"('96',)",31.3687992096,1,0,1039.95017634,29,29,2,3.13687992096,29,13,3746541028.61,3746541028.71,3660121121.3,44.52757,-125.38075,0.0,34.6399538943,29,29,internal_timestamp,2665.70996094,29,29,301017,1451132321,1.71730005741,29,29,3660121121.3
"('97',)",31.3675994873,1,0,1039.93744317,29,29,2,3.13675994873,29,13,3746541028.61,3746541028.71,3660121132.31,44.52757,-125.38075,0.0,34.6402833716,29,29,internal_timestamp,2662.7800293,29,29,310514,1451132332,1.71689999104,29,29,3660121132.31
"('98',)",31.3661994934,1,0,1039.92442657,29,29,2,3.13661994934,29,13,3746541028.61,3746541028.71,3660121143.31,44.52757,-125.38075,0.0,34.6400229178,29,29,internal_timestamp,2659.89990234,29,29,305773,1451132343,1.71679997444,29,29,3660121143.31
"('99',)",31.364900589,1,0,1039.91124622,29,29,2,3.1364900589,29,13,3746541028.61,3746541028.71,3660121154.32,44.52757,-125.38075,0.0,34.6397992125,29,29,internal_timestamp,2656.97998047,29,29,318065,1451132354,1.71679997444,29,29,3660121154.32
"('100',)",31.363899231,1,0,1039.89822893,29,29,2,3.1363899231,29,13,3746541028.61,3746541028.71,3660121165.31,44.52757,-125.38075,0.0,34.6399563065,29,29,internal_timestamp,2654.0300293,29,29,306636,1451132365,1.71679997444,29,29,3660121165.31
"('101',)",31.3637008667,1,0,1039.88493255,29,29,2,3.13637008667,29,13,3746541028.61,3746541028.71,3660121176.31,44.52757,-125.38075,0.0,34.6398074145,29,29,internal_timestamp,2651.11010742,29,29,312858,1451132376,1.71800005436,29,29,3660121176.31
"('102',)",31.3626995087,1,0,1039.87141699,29,29,2,3.13626995087,29,13,3746541028.61,3746541028.71,3660121187.31,44.52757,-125.38075,0.0,34.639078465,29,29,internal_timestamp,2648.22998047,29,29,308444,1451132387,1.71879994869,29,29,3660121187.31
