obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('2974',)",3713027139.66,7,3.59944009781,3742013604.48,3742013605.07,3713027139.66,0.0,internal_timestamp,32.1800003052,1504038339.66,33.545501709,1,9.24670028687,1026.09006175,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2975',)",3713027139.72,7,3.59933996201,3742013604.48,3742013605.07,3713027139.72,0.0,internal_timestamp,32.1609992981,1504038339.72,33.5452003479,0,9.24590015411,1026.08986789,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2976',)",3713027139.78,7,3.59923005104,3742013604.48,3742013605.07,3713027139.78,0.0,internal_timestamp,32.1459999084,1504038339.78,33.5448989868,0,9.24499988556,1026.08970833,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2977',)",3713027139.84,7,3.59912991524,3742013604.48,3742013605.07,3713027139.84,0.0,internal_timestamp,32.1360015869,1504038339.84,33.5447006226,0,9.24419975281,1026.08963603,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2978',)",3713027139.91,7,3.59903001785,3742013604.48,3742013605.07,3713027139.91,0.0,internal_timestamp,32.1199989319,1504038339.91,33.5443992615,0,9.24339962006,1026.08945581,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2979',)",3713027139.97,7,3.59894990921,3742013604.48,3742013605.07,3713027139.97,0.0,internal_timestamp,32.1069984436,1504038339.97,33.5439987183,0,9.24289989471,1026.0891635,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2980',)",3713027140.03,7,3.59888005257,3742013604.48,3742013605.07,3713027140.03,0.0,internal_timestamp,32.0890007019,1504038340.03,33.543598175,0,9.24260044098,1026.08881628,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2981',)",3713027140.09,7,3.59881997108,3742013604.48,3742013605.07,3713027140.09,0.0,internal_timestamp,32.0719985962,1504038340.09,33.5432014465,0,9.24230003357,1026.08847673,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2982',)",3713027140.16,7,3.59876990318,3742013604.48,3742013605.07,3713027140.16,0.0,internal_timestamp,32.0589981079,1504038340.16,33.5429992676,0,9.24199962616,1026.08830756,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2983',)",3713027140.22,7,3.59873008728,3742013604.48,3742013605.07,3713027140.22,0.0,internal_timestamp,32.0400009155,1504038340.22,33.5429000854,0,9.24170017242,1026.08819145,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2984',)",3713027140.28,7,3.59871006012,3742013604.48,3742013605.07,3713027140.28,0.0,internal_timestamp,32.0279998779,1504038340.28,33.5429000854,0,9.24149990082,1026.08816887,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2985',)",3713027140.35,7,3.59870004654,3742013604.48,3742013605.07,3713027140.35,0.0,internal_timestamp,32.016998291,1504038340.35,33.5428009033,0,9.24149990082,1026.08804116,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2986',)",3713027140.41,7,3.5987200737,3742013604.48,3742013605.07,3713027140.41,0.0,internal_timestamp,31.9990005493,1504038340.41,33.5427017212,0,9.24180030823,1026.08783337,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2987',)",3713027140.47,7,3.59874010086,3742013604.48,3742013605.07,3713027140.47,0.0,internal_timestamp,31.9790000916,1504038340.47,33.5427017212,0,9.24209976196,1026.08769416,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2988',)",3713027140.53,7,3.59876990318,3742013604.48,3742013605.07,3713027140.53,0.0,internal_timestamp,31.9640007019,1504038340.53,33.5425987244,0,9.24250030518,1026.08748098,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2989',)",3713027140.59,7,3.59877991676,3742013604.48,3742013605.07,3713027140.59,0.0,internal_timestamp,31.9519996643,1504038340.59,33.5424003601,0,9.24279975891,1026.08722311,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2990',)",3713027140.66,7,3.59877991676,3742013604.48,3742013605.07,3713027140.66,0.0,internal_timestamp,31.938999176,1504038340.66,33.5421981812,0,9.24300003052,1026.08697361,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2991',)",3713027140.72,7,3.59877991676,3742013604.48,3742013605.07,3713027140.72,0.0,internal_timestamp,31.9179992676,1504038340.72,33.542098999,0,9.24320030212,1026.08676819,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2992',)",3713027140.78,7,3.59878993034,3742013604.48,3742013605.07,3713027140.78,0.0,internal_timestamp,31.9060001373,1504038340.78,33.542098999,0,9.24330043793,1026.08669743,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2993',)",3713027140.85,7,3.5988099575,3742013604.48,3742013605.07,3713027140.85,0.0,internal_timestamp,31.8899993896,1504038340.85,33.5421981812,0,9.24339962006,1026.08668614,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2994',)",3713027140.91,7,3.59881997108,3742013604.48,3742013605.07,3713027140.91,0.0,internal_timestamp,31.8780002594,1504038340.91,33.542098999,0,9.24359989166,1026.08652175,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2995',)",3713027141.1,7,3.59876990318,3742013604.48,3742013605.07,3713027141.1,0.0,internal_timestamp,31.8619995117,1504038341.1,33.5413017273,1,9.24390029907,1026.08577714,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2996',)",3713027141.11,7,3.59875011444,3742013604.48,3742013605.07,3713027141.11,0.0,internal_timestamp,31.8439998627,1504038341.11,33.5407981873,0,9.24429988861,1026.08523721,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2997',)",3713027141.12,7,3.59877991676,3742013604.48,3742013605.07,3713027141.12,0.0,internal_timestamp,31.8320007324,1504038341.12,33.540599823,0,9.24489974976,1026.08493114,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2998',)",3713027141.16,7,3.59887003899,3742013604.48,3742013605.07,3713027141.16,0.0,internal_timestamp,31.8180007935,1504038341.16,33.5409011841,0,9.2454996109,1026.08500674,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('2999',)",3713027141.22,7,3.59902000427,3742013604.48,3742013605.03,3713027141.22,0.0,internal_timestamp,31.8040008545,1504038341.22,33.5415992737,0,9.24629974365,1026.08536044,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3000',)",3713027141.28,7,3.59917998314,3742013604.48,3742013605.03,3713027141.28,0.0,internal_timestamp,31.7859992981,1504038341.28,33.5424003601,0,9.24730014801,1026.08574429,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3001',)",3713027141.34,7,3.59927010536,3742013604.48,3742013605.03,3713027141.34,0.0,internal_timestamp,31.7689990997,1504038341.34,33.5424995422,0,9.24829959869,1026.08558396,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3002',)",3713027141.41,7,3.59937000275,3742013604.48,3742013605.03,3713027141.41,0.0,internal_timestamp,31.7549991608,1504038341.41,33.5425987244,0,9.24919986725,1026.08545321,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3003',)",3713027141.47,7,3.59945988655,3742013604.48,3742013605.03,3713027141.47,0.0,internal_timestamp,31.7390003204,1504038341.47,33.5425987244,0,9.25020027161,1026.08521971,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3004',)",3713027141.53,7,3.59955000877,3742013604.48,3742013605.03,3713027141.53,0.0,internal_timestamp,31.7250003815,1504038341.53,33.5427017212,0,9.25109958649,1026.08509208,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3005',)",3713027141.6,7,3.59963011742,3742013604.48,3742013605.03,3713027141.6,0.0,internal_timestamp,31.7119998932,1504038341.6,33.5428009033,0,9.25199985504,1026.08496586,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3006',)",3713027141.66,7,3.59972000122,3742013604.48,3742013605.03,3713027141.66,0.0,internal_timestamp,31.6949996948,1504038341.66,33.5427017212,0,9.2529001236,1026.08466629,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3007',)",3713027141.72,7,3.59980010986,3742013604.48,3742013605.03,3713027141.72,0.0,internal_timestamp,31.6800003052,1504038341.72,33.5425987244,0,9.25399971008,1026.08434084,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3008',)",3713027141.78,7,3.59988999367,3742013604.48,3742013605.04,3713027141.78,0.0,internal_timestamp,31.6630001068,1504038341.78,33.5425987244,0,9.25510025024,1026.08408665,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3009',)",3713027141.85,7,3.60000991821,3742013604.48,3742013605.04,3713027141.85,0.0,internal_timestamp,31.6469993591,1504038341.85,33.5425987244,0,9.25619983673,1026.08383715,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3010',)",3713027141.91,7,3.60014009476,3742013604.48,3742013605.04,3713027141.91,0.0,internal_timestamp,31.6299991608,1504038341.91,33.5428009033,0,9.25749969482,1026.08370903,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3011',)",3713027141.97,7,3.60030007362,3742013604.48,3742013605.04,3713027141.97,0.0,internal_timestamp,31.6200008392,1504038341.97,33.5430984497,0,9.25899982452,1026.08365522,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3012',)",3713027142.03,7,3.60049009323,3742013604.48,3742013605.04,3713027142.03,0.0,internal_timestamp,31.6040000916,1504038342.03,33.5433998108,0,9.26080036163,1026.08352875,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3013',)",3713027142.1,7,3.60071992874,3742013604.48,3742013605.04,3713027142.1,0.0,internal_timestamp,31.5860004425,1504038342.1,33.543800354,0,9.26290035248,1026.08342258,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3014',)",3713027142.16,7,3.60095000267,3742013604.48,3742013605.04,3713027142.16,0.0,internal_timestamp,31.5720005035,1504038342.16,33.5442008972,0,9.26509952545,1026.08331866,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3015',)",3713027142.22,7,3.60116004944,3742013604.48,3742013605.04,3713027142.22,0.0,internal_timestamp,31.5590000153,1504038342.22,33.5443992615,0,9.26710033417,1026.08309303,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3016',)",3713027142.28,7,3.60132002831,3742013604.48,3742013605.04,3713027142.28,0.0,internal_timestamp,31.545999527,1504038342.28,33.5444984436,0,9.2688999176,1026.08282213,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3017',)",3713027142.35,7,3.60142993927,3742013604.48,3742013605.04,3713027142.35,0.0,internal_timestamp,31.533000946,1504038342.35,33.5442008972,0,9.2702999115,1026.08230521,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3018',)",3713027142.41,7,3.60151004791,3742013604.48,3742013605.04,3713027142.41,0.0,internal_timestamp,31.5130004883,1504038342.41,33.5441017151,0,9.27140045166,1026.08195961,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3019',)",3713027142.47,7,3.60157990456,3742013604.48,3742013605.04,3713027142.47,0.0,internal_timestamp,31.5009994507,1504038342.47,33.5438995361,0,9.27229976654,1026.08160226,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3020',)",3713027142.53,7,3.60164999962,3742013604.48,3742013605.04,3713027142.53,0.0,internal_timestamp,31.486000061,1504038342.53,33.5438995361,0,9.27299976349,1026.08142138,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3021',)",3713027142.6,7,3.60173010826,3742013604.48,3742013605.04,3713027142.6,0.0,internal_timestamp,31.4710006714,1504038342.6,33.5442008972,0,9.27369976044,1026.08147613,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3022',)",3713027142.66,7,3.60183000565,3742013604.48,3742013605.04,3713027142.66,0.0,internal_timestamp,31.4559993744,1504038342.66,33.5447006226,0,9.27429962158,1026.08170208,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3023',)",3713027142.72,7,3.60191988945,3742013604.48,3742013605.04,3713027142.72,0.0,internal_timestamp,31.4409999847,1504038342.72,33.5449981689,0,9.2749004364,1026.08176979,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3024',)",3713027142.78,7,3.60201001167,3742013604.48,3742013605.04,3713027142.78,0.0,internal_timestamp,31.4249992371,1504038342.78,33.5452003479,0,9.27569961548,1026.08172646,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3025',)",3713027142.85,7,3.60209989548,3742013604.48,3742013605.04,3713027142.85,0.0,internal_timestamp,31.4130001068,1504038342.85,33.5452003479,0,9.27670001984,1026.08151092,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3026',)",3713027142.91,7,3.60218000412,3742013604.48,3742013605.04,3713027142.91,0.0,internal_timestamp,31.3969993591,1504038342.91,33.5449981689,0,9.27779960632,1026.0811031,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3027',)",3713027142.97,7,3.60228991508,3742013604.48,3742013605.04,3713027142.97,0.0,internal_timestamp,31.3789997101,1504038342.97,33.5451011658,0,9.27900028229,1026.08090852,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3028',)",3713027143.03,7,3.60244011879,3742013604.48,3742013605.04,3713027143.03,0.0,internal_timestamp,31.3680000305,1504038343.03,33.54529953,0,9.28040027618,1026.08078834,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3029',)",3713027143.1,7,3.60259008408,3742013604.48,3742013605.04,3713027143.1,0.0,internal_timestamp,31.3500003815,1504038343.1,33.545501709,0,9.28190040588,1026.08062312,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3030',)",3713027143.16,7,3.60274004936,3742013604.48,3742013605.04,3713027143.16,0.0,internal_timestamp,31.3330001831,1504038343.16,33.545501709,0,9.28349971771,1026.08028838,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3031',)",3713027143.22,7,3.60288000107,3742013604.48,3742013605.04,3713027143.22,0.0,internal_timestamp,31.3169994354,1504038343.22,33.545501709,0,9.28499984741,1026.07997413,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3032',)",3713027143.28,7,3.60300993919,3742013604.48,3742013605.04,3713027143.28,0.0,internal_timestamp,31.3069992065,1504038343.28,33.545501709,0,9.28649997711,1026.0796872,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3033',)",3713027143.35,7,3.60315990448,3742013604.48,3742013605.04,3713027143.35,0.0,internal_timestamp,31.2910003662,1504038343.35,33.5457000732,0,9.28789997101,1026.07954413,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3034',)",3713027143.41,7,3.60333991051,3742013604.48,3742013605.04,3713027143.41,0.0,internal_timestamp,31.2709999084,1504038343.41,33.5460014343,1,9.28960037231,1026.07941499,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3035',)",3713027143.47,7,3.60350990295,3742013604.48,3742013605.04,3713027143.47,0.0,internal_timestamp,31.2590007782,1504038343.47,33.5462989807,0,9.29119968414,1026.07933558,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3036',)",3713027143.53,7,3.6036798954,3742013604.48,3742013605.04,3713027143.53,0.0,internal_timestamp,31.2450008392,1504038343.53,33.5465011597,0,9.29290008545,1026.07915617,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3037',)",3713027143.6,7,3.60384011269,3742013604.48,3742013605.04,3713027143.6,0.0,internal_timestamp,31.2269992828,1504038343.6,33.5469017029,0,9.29419994354,1026.07917808,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3038',)",3713027143.66,7,3.60397005081,3742013604.48,3742013605.04,3713027143.66,0.0,internal_timestamp,31.216999054,1504038343.66,33.5471992493,0,9.29529953003,1026.07918814,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3039',)",3713027143.72,7,3.60407996178,3742013604.48,3742013605.04,3713027143.72,0.0,internal_timestamp,31.2000007629,1504038343.72,33.5472984314,0,9.29640007019,1026.07901105,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3040',)",3713027143.78,7,3.60418009758,3742013604.48,3742013605.04,3713027143.78,0.0,internal_timestamp,31.1879997253,1504038343.78,33.5471000671,0,9.29769992828,1026.07859197,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3041',)",3713027143.85,7,3.60426998138,3742013604.48,3742013605.04,3713027143.85,0.0,internal_timestamp,31.1739997864,1504038343.85,33.5469017029,0,9.29899978638,1026.07816377,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3042',)",3713027143.91,7,3.60436010361,3742013604.48,3742013605.04,3713027143.91,0.0,internal_timestamp,31.1560001373,1504038343.91,33.5466003418,0,9.30020046234,1026.07765276,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3043',)",3713027143.97,7,3.60442996025,3742013604.48,3742013605.04,3713027143.97,0.0,internal_timestamp,31.1380004883,1504038343.97,33.5465011597,0,9.30109977722,1026.07734836,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3044',)",3713027144.03,7,3.60449004173,3742013604.48,3742013605.04,3713027144.03,0.0,internal_timestamp,31.1219997406,1504038344.03,33.5465011597,0,9.30179977417,1026.0771627,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3045',)",3713027144.09,7,3.60452008247,3742013604.48,3742013605.04,3713027144.09,0.0,internal_timestamp,31.1100006104,1504038344.09,33.5462989807,0,9.30239963531,1026.07685333,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3046',)",3713027144.16,7,3.60453009605,3742013604.48,3742013605.04,3713027144.16,0.0,internal_timestamp,31.0960006714,1504038344.16,33.5460014343,0,9.30280017853,1026.07649237,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3047',)",3713027144.22,7,3.60454010963,3742013604.48,3742013605.04,3713027144.22,0.0,internal_timestamp,31.079000473,1504038344.22,33.5457992554,0,9.30319976807,1026.07619246,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3048',)",3713027144.28,7,3.60454010963,3742013604.48,3742013605.04,3713027144.28,0.0,internal_timestamp,31.0669994354,1504038344.28,33.5456008911,0,9.30340003967,1026.07595042,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3049',)",3713027144.35,7,3.60452008247,3742013604.48,3742013605.05,3713027144.35,0.0,internal_timestamp,31.0540008545,1504038344.35,33.54529953,0,9.30340003967,1026.07565555,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3050',)",3713027144.41,7,3.60450005531,3742013604.48,3742013605.05,3713027144.41,0.0,internal_timestamp,31.033000946,1504038344.41,33.5451011658,0,9.30340003967,1026.07540475,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3051',)",3713027144.47,7,3.60447001457,3742013604.48,3742013605.05,3713027144.47,0.0,internal_timestamp,31.017999649,1504038344.47,33.5448989868,0,9.30340003967,1026.07517831,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3052',)",3713027144.53,7,3.60447001457,3742013604.48,3742013605.05,3713027144.53,0.0,internal_timestamp,31.0020008087,1504038344.53,33.5448989868,0,9.30340003967,1026.0751054,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3053',)",3713027144.6,7,3.60449004173,3742013604.48,3742013605.05,3713027144.6,0.0,internal_timestamp,30.9890003204,1504038344.6,33.5448989868,0,9.30360031128,1026.0750139,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3054',)",3713027144.66,7,3.60452008247,3742013604.48,3742013605.05,3713027144.66,0.0,internal_timestamp,30.9740009308,1504038344.66,33.5449981689,0,9.30379962921,1026.07499099,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3055',)",3713027144.72,7,3.6045498848,3742013604.48,3742013605.05,3713027144.72,0.0,internal_timestamp,30.9599990845,1504038344.72,33.5449981689,0,9.30410003662,1026.0748788,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3056',)",3713027144.78,7,3.60457992554,3742013604.48,3742013605.05,3713027144.78,0.0,internal_timestamp,30.9449996948,1504038344.78,33.5451011658,0,9.30440044403,1026.07484258,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3057',)",3713027144.84,7,3.60460996628,3742013604.48,3742013605.05,3713027144.84,0.0,internal_timestamp,30.9309997559,1504038344.84,33.5449981689,0,9.30480003357,1026.07463389,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3058',)",3713027144.91,7,3.60464000702,3742013604.48,3742013605.05,3713027144.91,0.0,internal_timestamp,30.9160003662,1504038344.91,33.5448989868,0,9.30519962311,1026.07442362,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3059',)",3713027144.97,7,3.60466003418,3742013604.48,3742013605.05,3713027144.97,0.0,internal_timestamp,30.8999996185,1504038344.97,33.5447998047,0,9.30570030212,1026.0741925,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3060',)",3713027145.03,7,3.60469007492,3742013604.48,3742013605.05,3713027145.03,0.0,internal_timestamp,30.8859996796,1504038345.03,33.5446014404,0,9.30620002747,1026.07389311,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3061',)",3713027145.1,7,3.60472989082,3742013604.48,3742013605.05,3713027145.1,0.0,internal_timestamp,30.8689994812,1504038345.1,33.5444984436,0,9.30679988861,1026.07363847,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3062',)",3713027145.16,7,3.60477995872,3742013604.48,3742013605.05,3713027145.16,0.0,internal_timestamp,30.8519992828,1504038345.16,33.5443992615,0,9.30739974976,1026.07338682,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3063',)",3713027145.39,7,3.60485005379,3742013604.48,3742013605.05,3713027145.39,0.0,internal_timestamp,30.8369998932,1504038345.39,33.5444984436,1,9.3079996109,1026.07329937,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3064',)",3713027145.4,7,3.60491991043,3742013604.48,3742013605.05,3713027145.4,0.0,internal_timestamp,30.8250007629,1504038345.4,33.5447006226,0,9.30860042572,1026.07330597,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3065',)",3713027145.4,7,3.60501003265,3742013604.48,3742013605.05,3713027145.4,0.0,internal_timestamp,30.8069992065,1504038345.4,33.5449981689,0,9.3093996048,1026.07332781,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3066',)",3713027145.41,7,3.60510993004,3742013604.48,3742013605.05,3713027145.41,0.0,internal_timestamp,30.7900009155,1504038345.41,33.5452003479,0,9.31029987335,1026.07326337,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3067',)",3713027145.47,7,3.60522007942,3742013604.48,3742013605.05,3713027145.47,0.0,internal_timestamp,30.7810001373,1504038345.47,33.54529953,0,9.31130027771,1026.0731387,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3068',)",3713027145.53,7,3.60531997681,3742013604.48,3742013605.05,3713027145.53,0.0,internal_timestamp,30.7630004883,1504038345.53,33.54529953,0,9.3123998642,1026.07287948,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3069',)",3713027145.6,7,3.60540008545,3742013604.48,3742013605.05,3713027145.6,0.0,internal_timestamp,30.7460002899,1504038345.6,33.5452003479,0,9.31350040436,1026.0725471,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3070',)",3713027145.66,7,3.60549998283,3742013604.48,3742013605.05,3713027145.66,0.0,internal_timestamp,30.732000351,1504038345.66,33.5452003479,0,9.31449985504,1026.07232222,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3071',)",3713027145.72,7,3.60560011864,3742013604.48,3742013605.05,3713027145.72,0.0,internal_timestamp,30.716999054,1504038345.72,33.5452003479,0,9.3156003952,1026.07207647,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3072',)",3713027145.78,7,3.6057100296,3742013604.48,3742013605.05,3713027145.78,0.0,internal_timestamp,30.704000473,1504038345.78,33.5452003479,0,9.31680011749,1026.07182385,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3073',)",3713027145.85,7,3.60579991341,3742013604.48,3742013605.05,3713027145.85,0.0,internal_timestamp,30.6900005341,1504038345.85,33.5451011658,0,9.31799983978,1026.0714891,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3074',)",3713027145.91,7,3.60590004921,3742013604.48,3742013605.05,3713027145.91,0.0,internal_timestamp,30.670999527,1504038345.91,33.5449981689,0,9.31919956207,1026.07112857,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3075',)",3713027145.97,7,3.60600996017,3742013604.48,3742013605.05,3713027145.97,0.0,internal_timestamp,30.6550006866,1504038345.97,33.5447998047,0,9.32059955597,1026.07067486,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3076',)",3713027146.03,7,3.60615992546,3742013604.48,3742013605.05,3713027146.03,0.0,internal_timestamp,30.6399993896,1504038346.03,33.5446014404,0,9.32250022888,1026.07014493,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3077',)",3713027146.1,7,3.60633993149,3742013604.48,3742013605.05,3713027146.1,0.0,internal_timestamp,30.6270008087,1504038346.1,33.5443992615,0,9.32460021973,1026.06958897,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3078',)",3713027146.16,7,3.60653996468,3742013604.48,3742013605.05,3713027146.16,0.0,internal_timestamp,30.6100006104,1504038346.16,33.5443992615,0,9.3268995285,1026.06914065,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3079',)",3713027146.22,7,3.6067199707,3742013604.48,3742013605.05,3713027146.22,0.0,internal_timestamp,30.5900001526,1504038346.22,33.5443992615,0,9.32900047302,1026.0687106,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3080',)",3713027146.28,7,3.60689997673,3742013604.48,3742013605.05,3713027146.28,0.0,internal_timestamp,30.577999115,1504038346.28,33.5444984436,0,9.33080005646,1026.06844313,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3081',)",3713027146.35,7,3.60708999634,3742013604.48,3742013605.05,3713027146.35,0.0,internal_timestamp,30.5629997253,1504038346.35,33.5447998047,0,9.33259963989,1026.06832002,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3082',)",3713027146.41,7,3.60730004311,3742013604.48,3742013605.05,3713027146.41,0.0,internal_timestamp,30.547000885,1504038346.41,33.5451011658,0,9.33450031281,1026.06817602,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3083',)",3713027146.47,7,3.60749006271,3742013604.48,3742013605.05,3713027146.47,0.0,internal_timestamp,30.5359992981,1504038346.47,33.5451011658,0,9.33670043945,1026.0677708,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
"('3084',)",3713027146.53,7,3.60766005516,3742013604.48,3742013605.05,3713027146.53,0.0,internal_timestamp,30.5160007477,1504038346.53,33.5448989868,0,9.33870029449,1026.06719881,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
