obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('0',)",3713026953.78,7,3.51174998283,3742013604.41,3742013604.82,3713026953.78,0.0,internal_timestamp,76.5520019531,1504038153.78,33.84400177,1,7.94360017776,1026.72793448,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('1',)",3713026953.84,7,3.51179003716,3742013604.41,3742013604.82,3713026953.84,0.0,internal_timestamp,76.5510025024,1504038153.84,33.8442001343,0,7.94379997253,1026.72805594,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('2',)",3713026953.9,7,3.51177000999,3742013604.41,3742013604.82,3713026953.9,0.0,internal_timestamp,76.5500030518,1504038153.9,33.8437004089,0,7.9439997673,1026.72762956,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('3',)",3713026953.97,7,3.51174998283,3742013604.41,3742013604.82,3713026953.97,0.0,internal_timestamp,76.5520019531,1504038153.97,33.8437995911,0,7.94379997253,1026.7277462,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('4',)",3713026954.03,7,3.51179003716,3742013604.41,3742013604.82,3713026954.03,0.0,internal_timestamp,76.5510025024,1504038154.03,33.84400177,0,7.9439997673,1026.72787065,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('5',)",3713026954.09,7,3.51179003716,3742013604.41,3742013604.82,3713026954.09,0.0,internal_timestamp,76.5559997559,1504038154.09,33.8441009521,0,7.94390010834,1026.72798624,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('6',)",3713026954.16,7,3.5118598938,3742013604.41,3742013604.82,3713026954.16,0.0,internal_timestamp,76.5530014038,1504038154.16,33.8446998596,0,7.94390010834,1026.72844246,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('7',)",3713026954.22,7,3.51167011261,3742013604.41,3742013604.82,3713026954.22,0.0,internal_timestamp,76.5500030518,1504038154.22,33.8427009583,0,7.9439997673,1026.72684521,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('8',)",3713026954.28,7,3.51162004471,3742013604.41,3742013604.82,3713026954.28,0.0,internal_timestamp,76.5520019531,1504038154.28,33.8422012329,0,7.9439997673,1026.72646223,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('9',)",3713026954.34,7,3.51163005829,3742013604.41,3742013604.82,3713026954.34,0.0,internal_timestamp,76.5530014038,1504038154.34,33.8422012329,0,7.9439997673,1026.72646682,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('10',)",3713026954.41,7,3.51167988777,3742013604.41,3742013604.82,3713026954.41,0.0,internal_timestamp,76.5559997559,1504038154.41,33.8427009583,0,7.94409990311,1026.72685793,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('11',)",3713026954.47,7,3.51178002357,3742013604.41,3742013604.82,3713026954.47,0.0,internal_timestamp,76.5530014038,1504038154.47,33.84349823,0,7.94430017471,1026.72744014,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('12',)",3713026954.53,7,3.51186990738,3742013604.41,3742013604.82,3713026954.53,0.0,internal_timestamp,76.5540008545,1504038154.53,33.8442993164,0,7.94449996948,1026.72804379,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('13',)",3713026954.59,7,3.51188993454,3742013604.41,3742013604.82,3713026954.59,0.0,internal_timestamp,76.5550003052,1504038154.59,33.8443984985,0,7.94460010529,1026.72811138,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('14',)",3713026954.66,7,3.51189994812,3742013604.41,3742013604.82,3713026954.66,0.0,internal_timestamp,76.5559997559,1504038154.66,33.8445014954,0,7.94469976425,1026.72818203,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('15',)",3713026954.72,7,3.5119099617,3742013604.41,3742013604.82,3713026954.72,0.0,internal_timestamp,76.5589981079,1504038154.72,33.8446006775,0,7.94460010529,1026.72828842,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('16',)",3713026954.78,7,3.51189994812,3742013604.41,3742013604.83,3713026954.78,0.0,internal_timestamp,76.5569992065,1504038154.78,33.8446006775,0,7.94460010529,1026.72827923,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('17',)",3713026954.84,7,3.51189994812,3742013604.41,3742013604.83,3713026954.84,0.0,internal_timestamp,76.5559997559,1504038154.84,33.8446006775,0,7.94449996948,1026.72828948,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('18',)",3713026954.91,7,3.51189994812,3742013604.41,3742013604.83,3713026954.91,0.0,internal_timestamp,76.5589981079,1504038154.91,33.8446998596,0,7.94449996948,1026.7283811,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('19',)",3713026954.97,7,3.5119099617,3742013604.41,3742013604.83,3713026954.97,0.0,internal_timestamp,76.5569992065,1504038154.97,33.8447990417,0,7.94449996948,1026.72844975,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('20',)",3713026955.03,7,3.5119099617,3742013604.41,3742013604.83,3713026955.03,0.0,internal_timestamp,76.5579986572,1504038155.03,33.8446998596,0,7.94460010529,1026.72836166,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('21',)",3713026955.1,7,3.5119099617,3742013604.42,3742013604.83,3713026955.1,0.0,internal_timestamp,76.5589981079,1504038155.1,33.8446998596,0,7.94460010529,1026.72836626,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('22',)",3713026955.15,7,3.5119099617,3742013604.42,3742013604.83,3713026955.15,0.0,internal_timestamp,76.5540008545,1504038155.15,33.8446006775,0,7.94460010529,1026.72826545,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('23',)",3713026955.22,7,3.5119099617,3742013604.42,3742013604.83,3713026955.22,0.0,internal_timestamp,76.5589981079,1504038155.22,33.8446006775,0,7.94460010529,1026.72828842,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('24',)",3713026955.28,7,3.51189994812,3742013604.42,3742013604.83,3713026955.28,0.0,internal_timestamp,76.5589981079,1504038155.28,33.8445014954,0,7.94460010529,1026.72821059,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('25',)",3713026956.06,7,3.51188993454,3742013604.42,3742013604.83,3713026956.06,0.0,internal_timestamp,76.5559997559,1504038156.06,33.8445014954,0,7.94460010529,1026.7281968,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('26',)",3713026956.08,7,3.51187992096,3742013604.42,3742013604.83,3713026956.08,0.0,internal_timestamp,76.5550003052,1504038156.08,33.8442993164,0,7.94469976425,1026.72801877,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('27',)",3713026956.09,7,3.51187992096,3742013604.42,3742013604.83,3713026956.09,0.0,internal_timestamp,76.5579986572,1504038156.09,33.8442001343,0,7.94469976425,1026.72795472,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('28',)",3713026956.1,7,3.51187992096,3742013604.42,3742013604.83,3713026956.1,0.0,internal_timestamp,76.5579986572,1504038156.1,33.8442001343,0,7.94469976425,1026.72795472,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('29',)",3713026956.11,7,3.51188993454,3742013604.42,3742013604.83,3713026956.11,0.0,internal_timestamp,76.5589981079,1504038156.11,33.8442993164,0,7.94469976425,1026.72803715,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('30',)",3713026956.12,7,3.51189994812,3742013604.42,3742013604.83,3713026956.12,0.0,internal_timestamp,76.5579986572,1504038156.12,33.8443984985,0,7.94469976425,1026.72811039,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('31',)",3713026956.14,7,3.5119099617,3742013604.42,3742013604.83,3713026956.14,0.0,internal_timestamp,76.5579986572,1504038156.14,33.8446006775,0,7.94469976425,1026.72826905,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('32',)",3713026956.15,7,3.5119099617,3742013604.42,3742013604.83,3713026956.15,0.0,internal_timestamp,76.5609970093,1504038156.15,33.8446006775,0,7.94469976425,1026.72828284,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('33',)",3713026956.16,7,3.51191997528,3742013604.42,3742013604.83,3713026956.16,0.0,internal_timestamp,76.56300354,1504038156.16,33.8446998596,0,7.94469976425,1026.7283699,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('34',)",3713026956.17,7,3.51192998886,3742013604.42,3742013604.83,3713026956.17,0.0,internal_timestamp,76.5609970093,1504038156.17,33.8446998596,0,7.94469976425,1026.72836067,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('35',)",3713026956.18,7,3.51192998886,3742013604.42,3742013604.83,3713026956.18,0.0,internal_timestamp,76.56199646,1504038156.18,33.8446006775,0,7.94479990005,1026.72827259,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('36',)",3713026956.19,7,3.51192998886,3742013604.42,3742013604.83,3713026956.19,0.0,internal_timestamp,76.56300354,1504038156.19,33.8446006775,0,7.94490003586,1026.72826237,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('37',)",3713026956.2,7,3.51192998886,3742013604.42,3742013604.83,3713026956.2,0.0,internal_timestamp,76.56199646,1504038156.2,33.8445014954,0,7.94500017166,1026.72816506,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('38',)",3713026956.2,7,3.51192998886,3742013604.42,3742013604.83,3713026956.2,0.0,internal_timestamp,76.5640029907,1504038156.2,33.8443984985,0,7.94509983063,1026.72807868,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('39',)",3713026956.22,7,3.51192998886,3742013604.42,3742013604.83,3713026956.22,0.0,internal_timestamp,76.5660018921,1504038156.22,33.8443984985,0,7.94509983063,1026.72808787,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('40',)",3713026956.28,7,3.51194000244,3742013604.42,3742013604.83,3713026956.28,0.0,internal_timestamp,76.5640029907,1504038156.28,33.8443984985,0,7.94509983063,1026.72807868,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('41',)",3713026956.34,7,3.51194000244,3742013604.42,3742013604.83,3713026956.34,0.0,internal_timestamp,76.5609970093,1504038156.34,33.8445014954,0,7.94519996643,1026.72813085,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('42',)",3713026956.41,7,3.51195001602,3742013604.42,3742013604.83,3713026956.41,0.0,internal_timestamp,76.56199646,1504038156.41,33.8445014954,0,7.94509983063,1026.72815029,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('43',)",3713026956.47,7,3.51194000244,3742013604.42,3742013604.83,3713026956.47,0.0,internal_timestamp,76.5650024414,1504038156.47,33.8445014954,0,7.94509983063,1026.7281641,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('44',)",3713026956.53,7,3.51192998886,3742013604.42,3742013604.84,3713026956.53,0.0,internal_timestamp,76.5640029907,1504038156.53,33.8445014954,0,7.94500017166,1026.72817428,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('45',)",3713026956.6,7,3.51191997528,3742013604.42,3742013604.84,3713026956.6,0.0,internal_timestamp,76.5670013428,1504038156.6,33.8445014954,0,7.94490003586,1026.72820291,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('46',)",3713026956.66,7,3.51191997528,3742013604.42,3742013604.84,3713026956.66,0.0,internal_timestamp,76.5680007935,1504038156.66,33.8446006775,0,7.94479990005,1026.72830019,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('47',)",3713026956.72,7,3.51192998886,3742013604.42,3742013604.84,3713026956.72,0.0,internal_timestamp,76.56300354,1504038156.72,33.8446998596,0,7.94479990005,1026.72835505,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('48',)",3713026956.78,7,3.51194000244,3742013604.42,3742013604.84,3713026956.78,0.0,internal_timestamp,76.56300354,1504038156.78,33.8447990417,0,7.94469976425,1026.72844773,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('49',)",3713026956.84,7,3.51194000244,3742013604.42,3742013604.84,3713026956.84,0.0,internal_timestamp,76.5640029907,1504038156.84,33.8448982239,0,7.94469976425,1026.72853016,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('50',)",3713026956.91,7,3.51194000244,3742013604.42,3742013604.84,3713026956.91,0.0,internal_timestamp,76.5650024414,1504038156.91,33.8447990417,0,7.94469976425,1026.72845692,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('51',)",3713026956.97,7,3.51192998886,3742013604.42,3742013604.84,3713026956.97,0.0,internal_timestamp,76.56300354,1504038156.97,33.8447990417,0,7.94469976425,1026.72844773,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('52',)",3713026957.03,7,3.51191997528,3742013604.42,3742013604.84,3713026957.03,0.0,internal_timestamp,76.5690002441,1504038157.03,33.8446998596,0,7.94469976425,1026.72839746,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('53',)",3713026957.1,7,3.51191997528,3742013604.42,3742013604.84,3713026957.1,0.0,internal_timestamp,76.5690002441,1504038157.1,33.8446998596,0,7.94469976425,1026.72839746,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('54',)",3713026957.16,7,3.51192998886,3742013604.42,3742013604.84,3713026957.16,0.0,internal_timestamp,76.5709991455,1504038157.16,33.8446998596,0,7.94479990005,1026.72839181,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('55',)",3713026957.22,7,3.51192998886,3742013604.42,3742013604.84,3713026957.22,0.0,internal_timestamp,76.5719985962,1504038157.22,33.8446998596,0,7.94479990005,1026.7283964,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('56',)",3713026957.28,7,3.51194000244,3742013604.42,3742013604.84,3713026957.28,0.0,internal_timestamp,76.5680007935,1504038157.28,33.8446998596,0,7.94490003586,1026.72836318,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('57',)",3713026957.36,7,3.51194000244,3742013604.42,3742013604.84,3713026957.36,0.0,internal_timestamp,76.5680007935,1504038157.36,33.8446006775,0,7.94500017166,1026.7282705,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('58',)",3713026957.41,7,3.51194000244,3742013604.42,3742013604.84,3713026957.41,0.0,internal_timestamp,76.5670013428,1504038157.41,33.8443984985,0,7.94509983063,1026.72809246,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('59',)",3713026957.47,7,3.51194000244,3742013604.42,3742013604.84,3713026957.47,0.0,internal_timestamp,76.5680007935,1504038157.47,33.8443984985,0,7.94509983063,1026.72809706,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('60',)",3713026957.53,7,3.51194000244,3742013604.42,3742013604.84,3713026957.53,0.0,internal_timestamp,76.5660018921,1504038157.53,33.8443984985,0,7.94509983063,1026.72808787,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('61',)",3713026957.59,7,3.51192998886,3742013604.42,3742013604.84,3713026957.59,0.0,internal_timestamp,76.5680007935,1504038157.59,33.8443984985,0,7.94509983063,1026.72809706,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('62',)",3713026957.65,7,3.51192998886,3742013604.42,3742013604.84,3713026957.65,0.0,internal_timestamp,76.5680007935,1504038157.65,33.8442993164,0,7.94519996643,1026.72800438,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('63',)",3713026957.72,7,3.51194000244,3742013604.42,3742013604.84,3713026957.72,0.0,internal_timestamp,76.5680007935,1504038157.72,33.8442001343,0,7.94530010223,1026.7279117,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('64',)",3713026957.78,7,3.51194000244,3742013604.42,3742013604.84,3713026957.78,0.0,internal_timestamp,76.5719985962,1504038157.78,33.8442001343,0,7.94540023804,1026.72791523,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('65',)",3713026957.85,7,3.51194000244,3742013604.42,3742013604.84,3713026957.85,0.0,internal_timestamp,76.5739974976,1504038157.85,33.8442001343,0,7.94540023804,1026.72792442,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('66',)",3713026957.91,7,3.51195001602,3742013604.42,3742013604.84,3713026957.91,0.0,internal_timestamp,76.5680007935,1504038157.91,33.8442001343,0,7.945499897,1026.72788207,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('67',)",3713026957.97,7,3.51195001602,3742013604.42,3742013604.84,3713026957.97,0.0,internal_timestamp,76.5680007935,1504038157.97,33.8442001343,0,7.945499897,1026.72788207,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('68',)",3713026958.03,7,3.51195001602,3742013604.42,3742013604.84,3713026958.03,0.0,internal_timestamp,76.5680007935,1504038158.03,33.8442001343,0,7.945499897,1026.72788207,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('69',)",3713026958.1,7,3.51195001602,3742013604.42,3742013604.84,3713026958.1,0.0,internal_timestamp,76.5660018921,1504038158.1,33.8442993164,0,7.94540023804,1026.7279655,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('70',)",3713026958.16,7,3.51195001602,3742013604.42,3742013604.84,3713026958.16,0.0,internal_timestamp,76.5670013428,1504038158.16,33.8442993164,0,7.94530010223,1026.72798494,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('71',)",3713026958.22,7,3.51195001602,3742013604.42,3742013604.84,3713026958.22,0.0,internal_timestamp,76.5670013428,1504038158.22,33.8443984985,0,7.94530010223,1026.72806277,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('72',)",3713026958.28,7,3.51195001602,3742013604.42,3742013604.84,3713026958.28,0.0,internal_timestamp,76.5680007935,1504038158.28,33.8443984985,0,7.94530010223,1026.72806737,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('73',)",3713026958.35,7,3.5119600296,3742013604.42,3742013604.84,3713026958.35,0.0,internal_timestamp,76.5670013428,1504038158.35,33.8445014954,0,7.94530010223,1026.7281436,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('74',)",3713026958.41,7,3.5119600296,3742013604.42,3742013604.84,3713026958.41,0.0,internal_timestamp,76.5690002441,1504038158.41,33.8445014954,0,7.94530010223,1026.72815279,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('75',)",3713026958.47,7,3.51195001602,3742013604.42,3742013604.84,3713026958.47,0.0,internal_timestamp,76.5680007935,1504038158.47,33.8443984985,0,7.94530010223,1026.72806737,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('76',)",3713026958.53,7,3.51194000244,3742013604.42,3742013604.84,3713026958.53,0.0,internal_timestamp,76.5680007935,1504038158.53,33.8442993164,0,7.94540023804,1026.72797469,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('77',)",3713026958.59,7,3.51194000244,3742013604.42,3742013604.84,3713026958.59,0.0,internal_timestamp,76.5640029907,1504038158.59,33.8441009521,0,7.94540023804,1026.72780064,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('78',)",3713026958.66,7,3.51194000244,3742013604.42,3742013604.84,3713026958.66,0.0,internal_timestamp,76.5650024414,1504038158.66,33.8442001343,0,7.94540023804,1026.72788307,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('79',)",3713026958.72,7,3.51195001602,3742013604.42,3742013604.84,3713026958.72,0.0,internal_timestamp,76.5670013428,1504038158.72,33.8442993164,0,7.94540023804,1026.72797009,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('80',)",3713026958.78,7,3.51197004318,3742013604.42,3742013604.84,3713026958.78,0.0,internal_timestamp,76.5640029907,1504038158.78,33.8445014954,0,7.94540023804,1026.72811497,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('81',)",3713026958.84,7,3.51198005676,3742013604.42,3742013604.84,3713026958.84,0.0,internal_timestamp,76.5680007935,1504038158.84,33.8445014954,0,7.94540023804,1026.72813335,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('82',)",3713026958.91,7,3.51198005676,3742013604.42,3742013604.84,3713026958.91,0.0,internal_timestamp,76.5680007935,1504038158.91,33.8446006775,0,7.945499897,1026.72819641,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('83',)",3713026958.97,7,3.51198005676,3742013604.42,3742013604.84,3713026958.97,0.0,internal_timestamp,76.5660018921,1504038158.97,33.8446006775,0,7.945499897,1026.72818722,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('84',)",3713026959.03,7,3.51198005676,3742013604.42,3742013604.84,3713026959.03,0.0,internal_timestamp,76.56199646,1504038159.03,33.8446006775,0,7.945499897,1026.72816881,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('85',)",3713026959.09,7,3.51197004318,3742013604.42,3742013604.84,3713026959.09,0.0,internal_timestamp,76.5640029907,1504038159.09,33.8443984985,0,7.945499897,1026.72801937,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('86',)",3713026959.16,7,3.5119600296,3742013604.42,3742013604.84,3713026959.16,0.0,internal_timestamp,76.5650024414,1504038159.16,33.8442993164,0,7.945499897,1026.72794613,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('87',)",3713026959.22,7,3.5119600296,3742013604.42,3742013604.84,3713026959.22,0.0,internal_timestamp,76.5650024414,1504038159.22,33.8442993164,0,7.945499897,1026.72794613,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('88',)",3713026959.28,7,3.5119600296,3742013604.42,3742013604.84,3713026959.28,0.0,internal_timestamp,76.56300354,1504038159.28,33.8442001343,1,7.945499897,1026.7278591,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('89',)",3713026959.35,7,3.51195001602,3742013604.42,3742013604.84,3713026959.35,0.0,internal_timestamp,76.56199646,1504038159.35,33.8442001343,0,7.945499897,1026.72785447,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('90',)",3713026959.41,7,3.51195001602,3742013604.42,3742013604.84,3713026959.41,0.0,internal_timestamp,76.5609970093,1504038159.41,33.8442993164,0,7.945499897,1026.72792771,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('91',)",3713026959.47,7,3.51195001602,3742013604.42,3742013604.84,3713026959.47,0.0,internal_timestamp,76.56199646,1504038159.47,33.8442001343,0,7.94540023804,1026.72786925,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('92',)",3713026959.53,7,3.51195001602,3742013604.42,3742013604.84,3713026959.53,0.0,internal_timestamp,76.5599975586,1504038159.53,33.8442993164,0,7.94540023804,1026.7279379,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('93',)",3713026959.6,7,3.51195001602,3742013604.42,3742013604.84,3713026959.6,0.0,internal_timestamp,76.56199646,1504038159.6,33.8443984985,0,7.94530010223,1026.72803977,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('94',)",3713026959.66,7,3.51195001602,3742013604.42,3742013604.85,3713026959.66,0.0,internal_timestamp,76.56199646,1504038159.66,33.8443984985,0,7.94530010223,1026.72803977,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('95',)",3713026959.85,7,3.51195001602,3742013604.42,3742013604.85,3713026959.85,0.0,internal_timestamp,76.5569992065,1504038159.85,33.8445014954,1,7.94519996643,1026.72811247,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('96',)",3713026959.86,7,3.51197004318,3742013604.42,3742013604.85,3713026959.86,0.0,internal_timestamp,76.5589981079,1504038159.87,33.8446006775,0,7.94530010223,1026.72818465,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('97',)",3713026959.87,7,3.51197004318,3742013604.42,3742013604.85,3713026959.87,0.0,internal_timestamp,76.5579986572,1504038159.87,33.8446006775,0,7.94530010223,1026.72818005,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('98',)",3713026959.91,7,3.51197004318,3742013604.42,3742013604.85,3713026959.91,0.0,internal_timestamp,76.5599975586,1504038159.91,33.8446006775,0,7.94530010223,1026.72818924,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('99',)",3713026959.97,7,3.51197004318,3742013604.42,3742013604.85,3713026959.97,0.0,internal_timestamp,76.5609970093,1504038159.97,33.8446006775,0,7.94530010223,1026.72819384,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('100',)",3713026960.03,7,3.51197004318,3742013604.42,3742013604.85,3713026960.03,0.0,internal_timestamp,76.5569992065,1504038160.03,33.8446006775,0,7.94530010223,1026.72817546,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('101',)",3713026960.09,7,3.51198005676,3742013604.42,3742013604.85,3713026960.09,0.0,internal_timestamp,76.5569992065,1504038160.09,33.8446998596,0,7.94530010223,1026.72825329,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('102',)",3713026960.16,7,3.51198005676,3742013604.42,3742013604.85,3713026960.16,0.0,internal_timestamp,76.5540008545,1504038160.16,33.8446998596,0,7.94530010223,1026.72823951,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('103',)",3713026960.22,7,3.51198005676,3742013604.42,3742013604.85,3713026960.22,0.0,internal_timestamp,76.5559997559,1504038160.22,33.8447990417,0,7.94530010223,1026.72832654,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('104',)",3713026960.28,7,3.51198005676,3742013604.42,3742013604.85,3713026960.28,0.0,internal_timestamp,76.5540008545,1504038160.28,33.8446998596,0,7.94530010223,1026.72823951,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('105',)",3713026960.35,7,3.51197004318,3742013604.42,3742013604.85,3713026960.35,0.0,internal_timestamp,76.5500030518,1504038160.35,33.8446006775,0,7.94530010223,1026.7281433,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('106',)",3713026960.41,7,3.51197004318,3742013604.42,3742013604.85,3713026960.41,0.0,internal_timestamp,76.5530014038,1504038160.41,33.8445014954,0,7.94540023804,1026.7280644,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('107',)",3713026960.47,7,3.51197004318,3742013604.42,3742013604.85,3713026960.47,0.0,internal_timestamp,76.5500030518,1504038160.47,33.8443984985,0,7.94540023804,1026.72796979,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('108',)",3713026960.53,7,3.5119600296,3742013604.42,3742013604.85,3713026960.53,0.0,internal_timestamp,76.5530014038,1504038160.53,33.8443984985,0,7.94540023804,1026.72798357,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('109',)",3713026960.6,7,3.51195001602,3742013604.42,3742013604.85,3713026960.6,0.0,internal_timestamp,76.5520019531,1504038160.6,33.8443984985,0,7.94540023804,1026.72797898,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('110',)",3713026960.66,7,3.51195001602,3742013604.42,3742013604.85,3713026960.66,0.0,internal_timestamp,76.5520019531,1504038160.66,33.8443984985,0,7.94540023804,1026.72797898,29,13,29,13,29,29,29,13,29,29,44.6355,-124.30293
"('111',)",3713026960.72,7,3.5119600296,3742013604.42,3742013604.85,3713026960.72,0.0,internal_timestamp,76.5510025024,1504038160.72,33.8445014954,0,7.94530010223,1026.72807006,29,13,29,29,29,29,29,13,29,29,44.6355,-124.30293
